Sample	Family	Genus	Species	Count	Length
CF1_1	Carangidae	Pseudocaranx	spp.	1	40.53101
CF1_1	Carangidae	Pseudocaranx	spp.	1	49.30876
CF1_1	Labridae	Coris	auricularis	1	94.56482
CF1_1	Labridae	Coris	auricularis	1	100.60665
CF1_1	Labridae	Coris	auricularis	1	115.14758
CF1_1	Labridae	Coris	auricularis	1	115.48307
CF1_1	Labridae	Coris	auricularis	1	115.51291
CF1_1	Labridae	Coris	auricularis	1	119.09336
CF1_1	Labridae	Coris	auricularis	1	123.59654
CF1_1	Labridae	Coris	auricularis	1	128.24222
CF1_1	Labridae	Coris	auricularis	1	128.84071
CF1_1	Labridae	Coris	auricularis	1	130.72643
CF1_1	Labridae	Coris	auricularis	1	131.41797
CF1_1	Labridae	Coris	auricularis	1	132.85091
CF1_1	Labridae	Coris	auricularis	1	136.68562
CF1_1	Labridae	Coris	auricularis	1	148.77047
CF1_1	Labridae	Coris	auricularis	1	153.8913
CF1_1	Labridae	Coris	auricularis	1	155.65598
CF1_1	Labridae	Coris	auricularis	1	158.6889
CF1_1	Labridae	Coris	auricularis	1	162.74247
CF1_1	Labridae	Coris	auricularis	1	165.84077
CF1_1	Labridae	Coris	auricularis	1	173.57432
CF1_1	Labridae	Coris	auricularis	1	184.43768
CF1_1	Labridae	Coris	auricularis	1	232.41221
CF1_1	Labridae	Coris	auricularis	1	235.35562
CF1_1	Labridae	Coris	auricularis	1	365.74902
CF1_1	Labridae	Notolabrus	parilus	1	241.89308
CF1_1	Labridae	Notolabrus	parilus	1	362.00483
CF1_1	Labridae	Ophthalmolepis	lineolatus	1	77.97023
CF1_1	Labridae	Ophthalmolepis	lineolatus	1	86.1026
CF1_1	Labridae	Ophthalmolepis	lineolatus	1	143.23249
CF1_1	Labridae	Ophthalmolepis	lineolatus	1	144.65851
CF1_1	Labridae	Ophthalmolepis	lineolatus	1	147.18121
CF1_1	Labridae	Ophthalmolepis	lineolatus	1	159.26413
CF1_1	Labridae	Ophthalmolepis	lineolatus	1	162.14419
CF1_1	Labridae	Ophthalmolepis	lineolatus	1	185.03813
CF1_1	Labridae	Ophthalmolepis	lineolatus	1	185.70253
CF1_1	Labridae	Ophthalmolepis	lineolatus	1	210.25055
CF1_1	Labridae	Ophthalmolepis	lineolatus	1	211.3369
CF1_1	Labridae	Ophthalmolepis	lineolatus	1	233.49855
CF1_1	Labridae	Pseudolabrus	biserialis	1	107.47104
