Sample	Family	Genus	Species	Count	Length
CF1_1	Dasyatidae	Bathytoshia	brevicaudata	1	860.63117
CF1_1	Labridae	Austrolabrus	maculatus	1	71.05752
CF1_1	Labridae	Austrolabrus	maculatus	1	97.93837406
CF1_1	Labridae	Austrolabrus	maculatus	1	108.37973
CF1_1	Labridae	Austrolabrus	maculatus	1	110.04428
CF1_1	Labridae	Austrolabrus	maculatus	1	110.5979
CF1_1	Labridae	Coris	auricularis	1	108.40167
CF1_1	Labridae	Coris	auricularis	39	125.4592881
CF1_1	Labridae	Coris	auricularis	1	127.62483
CF1_1	Labridae	Coris	auricularis	1	134.17488
CF1_1	Labridae	Coris	auricularis	1	135.99
CF1_1	Labridae	Coris	auricularis	1	138.84208
CF1_1	Labridae	Coris	auricularis	1	141.17018
CF1_1	Labridae	Coris	auricularis	1	142.91435
CF1_1	Labridae	Coris	auricularis	1	149.98124
CF1_1	Labridae	Coris	auricularis	1	150.46756
CF1_1	Labridae	Coris	auricularis	1	153.02355
CF1_1	Labridae	Coris	auricularis	1	153.35747
CF1_1	Labridae	Coris	auricularis	1	154.32555
CF1_1	Labridae	Coris	auricularis	1	157.75748
CF1_1	Labridae	Coris	auricularis	1	158.09702
CF1_1	Labridae	Coris	auricularis	1	163.16178
CF1_1	Labridae	Coris	auricularis	1	167.72875
CF1_1	Labridae	Coris	auricularis	1	169.03303
CF1_1	Labridae	Coris	auricularis	1	174.75939
CF1_1	Labridae	Coris	auricularis	1	179.14768
CF1_1	Labridae	Coris	auricularis	1	179.16809
CF1_1	Labridae	Coris	auricularis	1	181.23757
CF1_1	Labridae	Coris	auricularis	1	185.91784
CF1_1	Labridae	Coris	auricularis	1	190.00672
CF1_1	Labridae	Coris	auricularis	1	211.17696
CF1_1	Labridae	Coris	auricularis	1	212.24571
CF1_1	Labridae	Coris	auricularis	1	219.22175
CF1_1	Labridae	Coris	auricularis	1	220.41591
CF1_1	Labridae	Coris	auricularis	1	222.45783
CF1_1	Labridae	Coris	auricularis	1	231.9104
