Sample	Family	Genus	Species	Count	Length
CNB1_1	Aplodactylidae	Aplodactylus	westralis	1	296.6082
CNB1_1	Dasyatidae	Bathytoshia	brevicaudata	1	585.105
CNB1_1	Labridae	Achoerodus	gouldii	1	492.0652
CNB1_1	Labridae	Achoerodus	gouldii	1	520.2338
CNB1_1	Labridae	Bodianus	frenchii	1	351.8863
CNB1_1	Labridae	Coris	auricularis	1	351.6124
CNB1_1	Labridae	Notolabrus	parilus	1	316.9306
CNB1_1	Labridae	Notolabrus	parilus	1	336.2536
CNB1_1	Labridae	Ophthalmolepis	lineolatus	1	87.6855
CNB1_1	Labridae	Ophthalmolepis	lineolatus	1	134.6274
CNB1_1	Labridae	Ophthalmolepis	lineolatus	1	153.3562
CNB1_1	Labridae	Ophthalmolepis	lineolatus	1	188.3416
CNB1_1	Labridae	Ophthalmolepis	lineolatus	1	217.812
CNB1_1	Labridae	Pseudolabrus	biserialis	1	105.526
CNB1_1	Labridae	Pseudolabrus	biserialis	1	172.2137
CNB1_1	Monacanthidae	Meuschenia	galii	1	225.1287
CNB1_1	Monacanthidae	Meuschenia	galii	1	258.2919
CNB1_1	Monacanthidae	Meuschenia	hippocrepis	1	267.9017
CNB1_1	Monacanthidae	Meuschenia	hippocrepis	1	269.1275
CNB1_1	Monacanthidae	Meuschenia	hippocrepis	1	300.6801
CNB1_1	Monacanthidae	Meuschenia	hippocrepis	1	352.967
CNB1_1	Muraenidae	Gymnothorax	woodwardi	1	518.9581
CNB1_1	Odacidae	Olisthops	cyanomelas	1	266.2751
CNB1_1	Pomacentridae	Parma	mccullochi	1	199.5252
CNB1_1	Rhinobatidae	Trygonorrhina	dumerilii	1	348.5109
CNB1_1	Scorpididae	Scorpis	aequipinnis	1	261.525
CNB1_1	Scorpididae	Scorpis	aequipinnis	1	277.6149
CNB1_1	Serranidae	Acanthistius	serratus	1	297.4873
CNB1_1	Serranidae	Epinephelides	armatus	1	318.359
CNB1_2	Chaetodontidae	Chelmonops	curiosus	1	NA
CNB1_2	Cheilodactylidae	Nemadactylus	valenciennesi	2	NA
CNB1_2	Dasyatidae	Bathytoshia	brevicaudata	1	NA
CNB1_2	Kyphosidae	Kyphosus	sydneyanus	1	NA
CNB1_2	Labridae	Achoerodus	gouldii	2	NA
CNB1_2	Labridae	Austrolabrus	maculatus	1	NA
CNB1_2	Labridae	Bodianus	frenchii	3	NA
CNB1_2	Labridae	Coris	auricularis	7	NA
CNB1_2	Labridae	Notolabrus	parilus	3	NA
CNB1_2	Labridae	Ophthalmolepis	lineolatus	16	NA
CNB1_2	Labridae	Pseudolabrus	biserialis	4	NA
CNB1_2	Monacanthidae	Meuschenia	flavolineata	1	NA
CNB1_2	Monacanthidae	Meuschenia	galii	2	NA
CNB1_2	Monacanthidae	Meuschenia	hippocrepis	2	NA
CNB1_2	Myliobatidae	Myliobatis	tenuicaudatus	2	NA
CNB1_2	Odacidae	Olisthops	cyanomelas	2	NA
CNB1_2	Orectolobidae	Orectolobus	maculatus	1	NA
CNB1_2	Pomacentridae	Parma	mccullochi	1	NA
CNB1_2	Scorpididae	Scorpis	aequipinnis	1	NA
CNB1_2	Scorpididae	Scorpis	georgiana	1	NA
CNB1_3	Labridae	Coris	auricularis	1	127.6306
CNB1_3	Labridae	Coris	auricularis	1	128.8119
CNB1_3	Labridae	Coris	auricularis	1	131.1541
CNB1_3	Labridae	Coris	auricularis	1	132.1671
CNB1_3	Labridae	Coris	auricularis	1	173.8451
CNB1_3	Labridae	Coris	auricularis	1	406.905
CNB1_3	Labridae	Notolabrus	parilus	1	204.5285
CNB1_3	Labridae	Notolabrus	parilus	1	259.3139
CNB1_3	Labridae	Notolabrus	parilus	1	380.3613
CNB1_3	Labridae	Notolabrus	parilus	1	387.9997
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	122.2679
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	149.4908
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	154.0482
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	160.1071
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	161.165
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	162.8839
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	167.0609
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	172.7597
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	236.8921
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	240.8269
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	307.1306
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	307.3155
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	310.8533
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	316.5501
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	320.8851
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	330.6471
CNB1_3	Labridae	Pseudolabrus	biserialis	1	134.2299
CNB1_3	Labridae	Pseudolabrus	biserialis	1	155.7664
CNB1_3	Labridae	Pseudolabrus	biserialis	1	180.4019
CNB1_3	Labridae	Pseudolabrus	biserialis	1	188.699
CNB1_3	Muraenidae	Gymnothorax	prasinus	1	397.9983
CNB1_3	Myliobatidae	Myliobatis	tenuicaudatus	1	568.7911
CNB1_3	Odacidae	Olisthops	cyanomelas	1	285.7634
CNB1_3	Scorpididae	Neatypus	obliquus	1	66.027
CNB1_3	Scorpididae	Neatypus	obliquus	1	83.0077
CNB1_4	Labridae	Achoerodus	gouldii	1	259.6637
CNB1_4	Labridae	Austrolabrus	maculatus	1	77.3186
CNB1_4	Labridae	Coris	auricularis	1	379.2549
CNB1_4	Labridae	Coris	auricularis	1	410.1615
CNB1_4	Labridae	Notolabrus	parilus	1	243.1662
CNB1_4	Labridae	Notolabrus	parilus	1	337.176
CNB1_4	Labridae	Ophthalmolepis	lineolatus	1	107.997
CNB1_4	Labridae	Ophthalmolepis	lineolatus	1	112.4143
CNB1_4	Labridae	Ophthalmolepis	lineolatus	1	121.5292
CNB1_4	Labridae	Ophthalmolepis	lineolatus	1	137.4291
CNB1_4	Labridae	Ophthalmolepis	lineolatus	1	142.189
CNB1_4	Labridae	Ophthalmolepis	lineolatus	1	143.4586
CNB1_4	Labridae	Ophthalmolepis	lineolatus	1	153.1887
CNB1_4	Labridae	Ophthalmolepis	lineolatus	1	159.9024
CNB1_4	Labridae	Ophthalmolepis	lineolatus	1	220.6652
CNB1_4	Labridae	Ophthalmolepis	lineolatus	1	224.0387
CNB1_4	Labridae	Ophthalmolepis	lineolatus	1	245.4828
CNB1_4	Labridae	Pictilabrus	laticlavius	1	146.3478
CNB1_4	Labridae	Pseudolabrus	biserialis	1	98.0679
CNB1_4	Labridae	Pseudolabrus	biserialis	1	117.6531
CNB1_4	Labridae	Pseudolabrus	biserialis	1	123.2727
CNB1_4	Labridae	Pseudolabrus	biserialis	1	171.534
CNB1_4	Monacanthidae	Meuschenia	galii	1	253.4345
CNB1_4	Monacanthidae	Meuschenia	hippocrepis	1	239.963
CNB1_4	Monacanthidae	Meuschenia	hippocrepis	1	299.3096
CNB1_4	Monacanthidae	Meuschenia	hippocrepis	1	384.2881
CNB1_4	Muraenidae	Gymnothorax	woodwardi	1	315.6794
CNB1_4	Myliobatidae	Myliobatis	tenuicaudatus	1	698.0988
CNB1_4	Serranidae	Othos	dentex	1	374.4391
CNB1_5	Cheilodactylidae	Dactylophora	nigricans	1	795.0839
CNB1_5	Dasyatidae	Bathytoshia	brevicaudata	1	888.1122
CNB1_5	Labridae	Coris	auricularis	1	138.2599
CNB1_5	Labridae	Coris	auricularis	1	163.7831
CNB1_5	Labridae	Notolabrus	parilus	1	169.7223
CNB1_5	Labridae	Notolabrus	parilus	1	182.6542
CNB1_5	Labridae	Notolabrus	parilus	1	366.0887
CNB1_5	Labridae	Ophthalmolepis	lineolatus	1	101.7241
CNB1_5	Labridae	Ophthalmolepis	lineolatus	1	139.3938
CNB1_5	Labridae	Ophthalmolepis	lineolatus	1	152.6251
CNB1_5	Labridae	Ophthalmolepis	lineolatus	1	165.4272
CNB1_5	Labridae	Ophthalmolepis	lineolatus	1	199.7479
CNB1_5	Labridae	Pseudolabrus	biserialis	1	168.0028
CNB1_5	Odacidae	Olisthops	cyanomelas	1	292.2967
CNB1_5	Pomacentridae	Chromis	klunzingeri	1	58.6587
CNB1_5	Pomacentridae	Chromis	klunzingeri	1	63.5505
CNB1_5	Pomacentridae	Chromis	klunzingeri	1	67.3395
CNB1_5	Pomacentridae	Chromis	klunzingeri	1	70.8151
CNB1_5	Scorpididae	Neatypus	obliquus	1	85.2012
CNB1_5	Scyliorhinidae	Aulohalaelurus	labiosus	1	583.3791
CNB2_1	Carangidae	Pseudocaranx	spp.	1	NA
CNB2_1	Cheilodactylidae	Nemadactylus	valenciennesi	1	NA
CNB2_1	Heterodontidae	Heterodontus	portusjacksoni	1	NA
CNB2_1	Labridae	Coris	auricularis	4	NA
CNB2_1	Labridae	Notolabrus	parilus	3	NA
CNB2_1	Labridae	Ophthalmolepis	lineolatus	13	NA
CNB2_1	Labridae	Pseudolabrus	biserialis	2	NA
CNB2_1	Monacanthidae	Meuschenia	galii	3	NA
CNB2_1	Muraenidae	Gymnothorax	woodwardi	2	NA
CNB2_1	Odacidae	Olisthops	cyanomelas	1	NA
CNB2_1	Orectolobidae	Orectolobus	hutchinsi	1	NA
CNB2_1	Pempherididae	Pempheris	klunzingeri	100	NA
CNB2_1	Scorpididae	Neatypus	obliquus	1	NA
CNB2_2	Berycidae	Centroberyx	lineatus	3	NA
CNB2_2	Carangidae	Pseudocaranx	spp.	3	NA
CNB2_2	Cheilodactylidae	Dactylophora	nigricans	1	NA
CNB2_2	Cheilodactylidae	Nemadactylus	valenciennesi	1	NA
CNB2_2	Glaucosomatidae	Glaucosoma	hebraicum	1	NA
CNB2_2	Labridae	Achoerodus	gouldii	1	NA
CNB2_2	Labridae	Bodianus	frenchii	1	NA
CNB2_2	Labridae	Coris	auricularis	2	NA
CNB2_2	Labridae	Notolabrus	parilus	3	NA
CNB2_2	Labridae	Ophthalmolepis	lineolatus	4	NA
CNB2_2	Labridae	Pseudolabrus	biserialis	2	NA
CNB2_2	Monacanthidae	Meuschenia	flavolineata	1	NA
CNB2_2	Monacanthidae	Meuschenia	freycineti	1	NA
CNB2_2	Monacanthidae	Meuschenia	galii	1	NA
CNB2_2	Monacanthidae	Meuschenia	hippocrepis	6	NA
CNB2_2	Odacidae	Olisthops	cyanomelas	1	NA
CNB2_2	Pempherididae	Pempheris	klunzingeri	1	NA
CNB2_2	Pomacentridae	Parma	mccullochi	2	NA
CNB2_2	Scorpididae	Tilodon	sexfasciatus	1	NA
CNB2_2	Serranidae	Epinephelides	armatus	1	NA
CNB2_3	Labridae	Coris	auricularis	3	NA
CNB2_3	Labridae	Notolabrus	parilus	2	NA
CNB2_3	Labridae	Ophthalmolepis	lineolatus	7	NA
CNB2_3	Labridae	Pictilabrus	laticlavius	1	NA
CNB2_3	Muraenidae	Gymnothorax	woodwardi	1	NA
CNB2_3	Scyliorhinidae	Aulohalaelurus	labiosus	1	NA
CNB2_3	Sparidae	Chrysophrys	auratus	1	NA
CNB2_3	Urolophidae	Trygonoptera	ovalis	1	NA
CNB2_4	Carangidae	Pseudocaranx	spp.	1	NA
CNB2_4	Labridae	Austrolabrus	maculatus	2	NA
CNB2_4	Labridae	Coris	auricularis	4	NA
CNB2_4	Labridae	Notolabrus	parilus	2	NA
CNB2_4	Labridae	Ophthalmolepis	lineolatus	10	NA
CNB2_4	Labridae	Pseudolabrus	biserialis	2	NA
CNB2_4	Monacanthidae	Meuschenia	galii	1	NA
CNB2_4	Mullidae	Upeneichthys	vlamingii	1	NA
CNB2_4	Muraenidae	Gymnothorax	woodwardi	1	NA
CNB2_4	Myliobatidae	Myliobatis	tenuicaudatus	1	NA
CNB2_4	Odacidae	Olisthops	cyanomelas	1	NA
CNB2_4	Sparidae	Chrysophrys	auratus	1	NA
CNB2_5	Carangidae	Pseudocaranx	spp.	1	NA
CNB2_5	Carangidae	Seriola	hippos	1	NA
CNB2_5	Heterodontidae	Heterodontus	portusjacksoni	1	NA
CNB2_5	Labridae	Coris	auricularis	31	NA
CNB2_5	Labridae	Notolabrus	parilus	1	NA
CNB2_5	Labridae	Ophthalmolepis	lineolatus	8	NA
CNB2_5	Labridae	Pseudolabrus	biserialis	1	NA
CNB2_5	Monacanthidae	Meuschenia	freycineti	1	NA
CNB2_5	Monacanthidae	Meuschenia	galii	2	NA
CNB2_5	Mullidae	Upeneichthys	vlamingii	1	NA
CNB2_5	Scorpididae	Neatypus	obliquus	3	NA
CNB2_5	Urolophidae	Urolophus	circularis	1	NA
CNB3_1	Carangidae	Pseudocaranx	spp.	1	302.4691
CNB3_1	Carangidae	Trachurus	novaezelandiae	1	64.8649
CNB3_1	Carangidae	Trachurus	novaezelandiae	1	69.8849
CNB3_1	Cheilodactylidae	Nemadactylus	valenciennesi	1	509.1424
CNB3_1	Labridae	Achoerodus	gouldii	1	915.5629
CNB3_1	Labridae	Notolabrus	parilus	1	228.7963
CNB3_1	Labridae	Notolabrus	parilus	1	300.9429
CNB3_1	Labridae	Ophthalmolepis	lineolatus	1	179.234
CNB3_1	Labridae	Ophthalmolepis	lineolatus	1	191.8173
CNB3_1	Labridae	Ophthalmolepis	lineolatus	1	198.039
CNB3_1	Labridae	Ophthalmolepis	lineolatus	1	216.5638
CNB3_1	Labridae	Ophthalmolepis	lineolatus	1	219.1607
CNB3_1	Labridae	Ophthalmolepis	lineolatus	1	224.8563
CNB3_1	Labridae	Pseudolabrus	biserialis	1	140.559
CNB3_1	Labridae	Pseudolabrus	biserialis	1	143.2178
CNB3_1	Labridae	Pseudolabrus	biserialis	1	168.0405
CNB3_1	Monacanthidae	Meuschenia	galii	1	340.073
CNB3_1	Muraenidae	Gymnothorax	woodwardi	1	329.5128
CNB3_1	Muraenidae	Gymnothorax	woodwardi	1	579.7886
CNB3_1	Myliobatidae	Myliobatis	tenuicaudatus	1	377.8707
CNB3_1	Urolophidae	Trygonoptera	ovalis	1	195.1175
CNB3_2	Cheilodactylidae	Dactylophora	nigricans	1	NA
CNB3_2	Labridae	Coris	auricularis	3	NA
CNB3_2	Labridae	Notolabrus	parilus	2	NA
CNB3_2	Labridae	Ophthalmolepis	lineolatus	12	NA
CNB3_2	Labridae	Pseudolabrus	biserialis	1	NA
CNB3_2	Monacanthidae	Meuschenia	galii	1	NA
CNB3_2	Odacidae	Olisthops	cyanomelas	1	NA
CNB3_2	Rhinobatidae	Trygonorrhina	dumerilii	1	NA
CNB3_4	Aulopidae	Latropiscis	purpurissatus	1	NA
CNB3_4	Carangidae	Pseudocaranx	spp.	1	NA
CNB3_4	Dasyatidae	Bathytoshia	brevicaudata	1	NA
