Sample	Family	Genus	Species	Count	Length
CF1_1	Gerreidae	Parequula	melbournensis	1	68.9244
CF1_1	Gerreidae	Parequula	melbournensis	1	69.3003
CF1_1	Gerreidae	Parequula	melbournensis	3	74.7925
CF1_1	Gerreidae	Parequula	melbournensis	2	80.3447
CF1_1	Gerreidae	Parequula	melbournensis	2	80.568
CF1_1	Gerreidae	Parequula	melbournensis	1	80.7842
CF1_1	Heterodontidae	Heterodontus	portusjacksoni	1	423.1702
CF1_1	Labridae	Austrolabrus	maculatus	1	109.8738
CF1_1	Labridae	Coris	auricularis	1	78.7408
CF1_1	Labridae	Coris	auricularis	1	87.5416
CF1_1	Labridae	Coris	auricularis	1	98.0809
CF1_1	Labridae	Coris	auricularis	1	102.5851
CF1_1	Labridae	Coris	auricularis	2	105.4184
CF1_1	Labridae	Coris	auricularis	2	106.755
CF1_1	Labridae	Coris	auricularis	1	115.2592
CF1_1	Labridae	Coris	auricularis	1	123.1691
CF1_1	Labridae	Coris	auricularis	3	149.8212
CF1_1	Labridae	Ophthalmolepis	lineolatus	1	151.417
CF1_1	Labridae	Ophthalmolepis	lineolatus	1	157.2752
CF1_1	Labridae	Ophthalmolepis	lineolatus	1	168.0913
CF1_1	Labridae	Ophthalmolepis	lineolatus	1	201.1229
CF1_1	Labridae	Ophthalmolepis	lineolatus	1	213.7812
CF1_1	Labridae	Ophthalmolepis	lineolatus	1	248.1343
CF1_1	Labridae	Pseudolabrus	biserialis	1	103.9678
CF1_1	Labridae	Pseudolabrus	biserialis	1	133.2722
CF1_1	Labridae	Pseudolabrus	biserialis	2	151.3767
CF1_1	Parascylliidae	Parascyllium	variolatum	1	567.6468
CF1_1	Pomacentridae	Chromis	klunzingeri	1	58.9947
CF1_1	Pomacentridae	Chromis	klunzingeri	1	63.1132
CF1_1	Scorpididae	Neatypus	obliquus	1	58.3969
CF1_1	Scorpididae	Neatypus	obliquus	1	81.2764
CF1_1	Scorpididae	Neatypus	obliquus	1	117.9532
CF1_1	Scorpididae	Neatypus	obliquus	1	126.2443
CF1_1	Serranidae	Caesioperca	rasor	1	206.494
CF1_2	Gerreidae	Parequula	melbournensis	1	NA
CF1_2	Labridae	Coris	auricularis	4	NA
CF1_2	Labridae	Notolabrus	parilus	1	NA
CF1_2	Labridae	Ophthalmolepis	lineolatus	3	NA
CF1_2	Labridae	Pseudolabrus	biserialis	5	NA
CF1_2	Parascylliidae	Parascyllium	variolatum	1	NA
CF1_2	Pempherididae	Pempheris	klunzingeri	4	NA
CF1_2	Pomacentridae	Chromis	klunzingeri	27	NA
CF1_2	Scorpididae	Neatypus	obliquus	1	NA
CF1_2	Serranidae	Caesioperca	spp	4	NA
CF1_3	Carangidae	Seriola	hippos	1	840.1647
CF1_3	Labridae	Ophthalmolepis	lineolatus	2	141.1901
CF1_3	Labridae	Ophthalmolepis	lineolatus	1	244.7852
CF1_3	Labridae	Pseudolabrus	biserialis	1	114.8846
CF1_3	Labridae	Pseudolabrus	biserialis	1	168.6969
CF1_3	Myliobatidae	Myliobatis	tenuicaudatus	1	540.7791
