Sample	Family	Genus	Species	Count
CNB1_1	Aracanidae	Anoplocapros	lenticularis	1
CNB1_1	Carangidae	Pseudocaranx	spp.	25
CNB1_1	Labridae	Austrolabrus	maculatus	1
CNB1_1	Labridae	Bodianus	frenchii	1
CNB1_1	Labridae	Coris	auricularis	2
CNB1_1	Labridae	Notolabrus	parilus	2
CNB1_1	Labridae	Ophthalmolepis	lineolatus	10
CNB1_1	Labridae	Pseudolabrus	biserialis	3
CNB1_1	Monacanthidae	Meuschenia	galii	2
CNB1_1	Monacanthidae	Meuschenia	hippocrepis	2
CNB1_1	Pomacentridae	Parma	mccullochi	1
CNB1_1	Scorpididae	Scorpis	aequipinnis	1
CNB1_1	Serranidae	Epinephelides	armatus	1
CNB1_1	Urolophidae	Urolophus	circularis	1
CNB1_2	Labridae	Coris	auricularis	1
CNB1_2	Labridae	Ophthalmolepis	lineolatus	11
CNB1_2	Labridae	Pseudolabrus	biserialis	1
CNB1_2	Monacanthidae	Meuschenia	galii	4
CNB1_2	Serranidae	Epinephelides	armatus	1
CNB1_2	Sparidae	Chrysophrys	auratus	3
CNB1_3	Dasyatidae	Bathytoshia	brevicaudata	1
CNB1_3	Labridae	Austrolabrus	maculatus	1
CNB1_3	Labridae	Coris	auricularis	6
CNB1_3	Labridae	Notolabrus	parilus	2
CNB1_3	Labridae	Ophthalmolepis	lineolatus	21
CNB1_3	Labridae	Pseudolabrus	biserialis	3
CNB1_3	Monacanthidae	Meuschenia	galii	3
CNB1_3	Monacanthidae	Meuschenia	venusta	1
CNB1_3	Myliobatidae	Myliobatis	tenuicaudatus	1
CNB1_3	Scorpididae	Neatypus	obliquus	10
CNB1_4	Dinolestidae	Dinolestes	lewini	3
CNB1_4	Labridae	Coris	auricularis	1
CNB1_4	Labridae	Notolabrus	parilus	3
CNB1_4	Labridae	Ophthalmolepis	lineolatus	8
CNB1_4	Labridae	Pseudolabrus	biserialis	3
CNB1_4	Monacanthidae	Meuschenia	galii	1
CNB1_4	Monacanthidae	Meuschenia	hippocrepis	1
CNB1_4	Muraenidae	Gymnothorax	woodwardi	1
CNB1_4	Myliobatidae	Myliobatis	tenuicaudatus	1
CNB1_4	Odacidae	Olisthops	cyanomelas	1
CNB1_4	Pomacentridae	Parma	mccullochi	1
CNB1_5	Kyphosidae	Girella	zebra	1
CNB1_5	Labridae	Coris	auricularis	1
CNB1_5	Labridae	Notolabrus	parilus	3
CNB1_5	Labridae	Ophthalmolepis	lineolatus	12
CNB1_5	Labridae	Pseudolabrus	biserialis	3
CNB1_5	Monacanthidae	Meuschenia	freycineti	2
CNB1_5	Monacanthidae	Meuschenia	galii	1
CNB1_5	Monacanthidae	Meuschenia	hippocrepis	1
CNB1_5	Odacidae	Olisthops	cyanomelas	1
CNB1_5	Pomacentridae	Chromis	klunzingeri	4
CNB1_5	Scorpididae	Tilodon	sexfasciatus	1
CNB2_1	Carangidae	Pseudocaranx	spp.	1
CNB2_1	Dasyatidae	Bathytoshia	brevicaudata	1
CNB2_1	Labridae	Coris	auricularis	3
CNB2_1	Labridae	Notolabrus	parilus	2
CNB2_1	Labridae	Ophthalmolepis	lineolatus	9
CNB2_1	Labridae	Pseudolabrus	biserialis	2
CNB2_1	Monacanthidae	Meuschenia	galii	2
CNB2_1	Monacanthidae	Meuschenia	hippocrepis	2
CNB2_1	Myliobatidae	Myliobatis	tenuicaudatus	1
CNB2_1	Pomacentridae	Parma	mccullochi	2
CNB2_1	Scorpididae	Neatypus	obliquus	2
CNB2_1	Scorpididae	Scorpis	aequipinnis	3
CNB2_1	Scorpididae	Scorpis	georgiana	1
CNB2_1	Serranidae	Epinephelides	armatus	1
CNB2_2	Berycidae	Centroberyx	lineatus	1
CNB2_2	Carangidae	Pseudocaranx	spp.	2
CNB2_2	Dasyatidae	Bathytoshia	brevicaudata	1
CNB2_2	Labridae	Bodianus	frenchii	1
CNB2_2	Labridae	Coris	auricularis	1
CNB2_2	Labridae	Notolabrus	parilus	2
CNB2_2	Labridae	Ophthalmolepis	lineolatus	7
CNB2_2	Monacanthidae	Meuschenia	galii	1
CNB2_2	Monacanthidae	Meuschenia	hippocrepis	6
CNB2_2	Myliobatidae	Myliobatis	tenuicaudatus	2
CNB2_2	Pomacentridae	Parma	mccullochi	1
CNB2_2	Scorpididae	Scorpis	aequipinnis	3
CNB2_2	Serranidae	Acanthistius	serratus	1
CNB2_2	Serranidae	Epinephelides	armatus	2
CNB2_3	Labridae	Coris	auricularis	2
CNB2_3	Labridae	Notolabrus	parilus	3
CNB2_3	Labridae	Ophthalmolepis	lineolatus	5
CNB2_3	Scorpididae	Scorpis	aequipinnis	1
CNB2_4	Aracanidae	Anoplocapros	lenticularis	1
CNB2_4	Cheilodactylidae	Nemadactylus	valenciennesi	1
CNB2_4	Gerreidae	Parequula	melbournensis	1
CNB2_4	Kyphosidae	Girella	zebra	1
CNB2_4	Kyphosidae	Kyphosus	sydneyanus	1
CNB2_4	Labridae	Coris	auricularis	3
CNB2_4	Labridae	Notolabrus	parilus	2
CNB2_4	Labridae	Ophthalmolepis	lineolatus	6
CNB2_4	Labridae	Pseudolabrus	biserialis	3
CNB2_4	Monacanthidae	Meuschenia	flavolineata	1
CNB2_4	Monacanthidae	Meuschenia	galii	2
CNB2_4	Monacanthidae	Meuschenia	hippocrepis	2
CNB2_4	Myliobatidae	Myliobatis	tenuicaudatus	1
CNB2_4	Odacidae	Olisthops	cyanomelas	1
CNB2_4	Pomacentridae	Parma	mccullochi	1
CNB2_5	Carangidae	Pseudocaranx	spp.	4
CNB2_5	Dasyatidae	Bathytoshia	brevicaudata	1
CNB2_5	Gerreidae	Parequula	melbournensis	1
CNB2_5	Labridae	Coris	auricularis	9
CNB2_5	Labridae	Notolabrus	parilus	1
CNB2_5	Labridae	Ophthalmolepis	lineolatus	10
CNB2_5	Labridae	Pseudolabrus	biserialis	2
CNB2_5	Mullidae	Upeneichthys	vlamingii	1
CNB2_5	Myliobatidae	Myliobatis	tenuicaudatus	1
CNB2_5	Scorpididae	Neatypus	obliquus	3
CNB3_1	Dasyatidae	Bathytoshia	brevicaudata	1
CNB3_1	Gerreidae	Parequula	melbournensis	18
CNB3_1	Labridae	Coris	auricularis	1
CNB3_1	Labridae	Notolabrus	parilus	3
CNB3_1	Labridae	Ophthalmolepis	lineolatus	10
CNB3_1	Labridae	Pseudolabrus	biserialis	2
CNB3_1	Monacanthidae	Meuschenia	galii	1
CNB3_1	Muraenidae	Gymnothorax	prasinus	1
CNB3_1	Odacidae	Olisthops	cyanomelas	1
CNB3_1	Pomacentridae	Chromis	klunzingeri	3
CNB3_1	Scorpididae	Neatypus	obliquus	3
CNB3_2	Dasyatidae	Bathytoshia	brevicaudata	1
CNB3_2	Labridae	Bodianus	frenchii	1
CNB3_2	Labridae	Coris	auricularis	2
CNB3_2	Labridae	Notolabrus	parilus	3
CNB3_2	Labridae	Ophthalmolepis	lineolatus	6
CNB3_2	Labridae	Pseudolabrus	biserialis	3
CNB3_2	Monacanthidae	Meuschenia	galii	1
CNB3_2	Monacanthidae	Meuschenia	hippocrepis	2
CNB3_2	Odacidae	Olisthops	cyanomelas	1
CNB3_2	Serranidae	Othos	dentex	1
CNB3_3	Chaetodontidae	Chelmonops	curiosus	1
CNB3_3	Dinolestidae	Dinolestes	lewini	1
CNB3_3	Labridae	Bodianus	frenchii	1
CNB3_3	Labridae	Coris	auricularis	5
CNB3_3	Labridae	Notolabrus	parilus	2
CNB3_3	Labridae	Ophthalmolepis	lineolatus	14
CNB3_3	Labridae	Pseudolabrus	biserialis	2
CNB3_3	Monacanthidae	Meuschenia	flavolineata	2
CNB3_3	Monacanthidae	Meuschenia	galii	2
CNB3_3	Monacanthidae	Meuschenia	hippocrepis	3
CNB3_3	Myliobatidae	Myliobatis	tenuicaudatus	1
CNB3_3	Odacidae	Olisthops	cyanomelas	1
CNB3_3	Pomacentridae	Parma	mccullochi	1
CNB3_4	Carangidae	Seriola	hippos	2
CNB3_4	Dasyatidae	Bathytoshia	brevicaudata	1
CNB3_4	Labridae	Coris	auricularis	1
CNB3_4	Labridae	Notolabrus	parilus	3
CNB3_4	Labridae	Ophthalmolepis	lineolatus	12
CNB3_4	Labridae	Pictilabrus	laticlavius	1
CNB3_4	Labridae	Pseudolabrus	biserialis	2
CNB3_4	Monacanthidae	Meuschenia	hippocrepis	2
CNB3_4	Muraenidae	Gymnothorax	prasinus	1
CNB3_4	Muraenidae	Gymnothorax	woodwardi	1
CNB3_4	Myliobatidae	Myliobatis	tenuicaudatus	1
CNB3_4	Pomacentridae	Parma	mccullochi	1
CNB3_4	Rhinobatidae	Trygonorrhina	dumerilii	1
CNB3_4	Scorpididae	Scorpis	aequipinnis	1
CNB3_4	Scorpididae	Scorpis	georgiana	1
CNB3_4	Sparidae	Chrysophrys	auratus	1
CNB3_5	Carangidae	Seriola	hippos	1
CNB3_5	Labridae	Bodianus	frenchii	1
CNB3_5	Labridae	Coris	auricularis	1
CNB3_5	Labridae	Notolabrus	parilus	2
CNB3_5	Labridae	Ophthalmolepis	lineolatus	1
CNB3_5	Labridae	Pseudolabrus	biserialis	4
