Sample	Family	Genus	Species	Count	Length
CNB1_1	Aracanidae	Anoplocapros	lenticularis	1	155.2055
CNB1_1	Carangidae	Pseudocaranx	spp.	1	290.5182
CNB1_1	Carangidae	Pseudocaranx	spp.	1	330.2461
CNB1_1	Carangidae	Pseudocaranx	spp.	1	335.7648
CNB1_1	Carangidae	Pseudocaranx	spp.	1	341.8793
CNB1_1	Carangidae	Pseudocaranx	spp.	1	347.8976
CNB1_1	Carangidae	Pseudocaranx	spp.	1	354.9522
CNB1_1	Carangidae	Pseudocaranx	spp.	1	360.3303
CNB1_1	Carangidae	Pseudocaranx	spp.	1	361.8093
CNB1_1	Carangidae	Pseudocaranx	spp.	1	364.2753
CNB1_1	Carangidae	Pseudocaranx	spp.	1	372.1516
CNB1_1	Carangidae	Pseudocaranx	spp.	1	372.6777
CNB1_1	Carangidae	Pseudocaranx	spp.	1	372.9966
CNB1_1	Carangidae	Pseudocaranx	spp.	1	374.5334
CNB1_1	Carangidae	Pseudocaranx	spp.	1	374.5781
CNB1_1	Carangidae	Pseudocaranx	spp.	1	381.5668
CNB1_1	Carangidae	Pseudocaranx	spp.	1	383.964
CNB1_1	Carangidae	Pseudocaranx	spp.	1	387.9313
CNB1_1	Carangidae	Pseudocaranx	spp.	1	394.4046
CNB1_1	Carangidae	Pseudocaranx	spp.	1	400.4723
CNB1_1	Carangidae	Pseudocaranx	spp.	1	401.4174
CNB1_1	Carangidae	Pseudocaranx	spp.	1	407.256
CNB1_1	Carangidae	Pseudocaranx	spp.	1	410.8675
CNB1_1	Carangidae	Pseudocaranx	spp.	1	422.8237
CNB1_1	Carangidae	Pseudocaranx	spp.	1	431.0207
CNB1_1	Carangidae	Pseudocaranx	spp.	1	449.9159
CNB1_1	Labridae	Austrolabrus	maculatus	1	105.9493
CNB1_1	Labridae	Bodianus	frenchii	1	280.4354
CNB1_1	Labridae	Coris	auricularis	1	345.8799
CNB1_1	Labridae	Coris	auricularis	1	414.1036
CNB1_1	Labridae	Notolabrus	parilus	1	353.6067
CNB1_1	Labridae	Notolabrus	parilus	1	360.9599
CNB1_1	Labridae	Ophthalmolepis	lineolatus	1	113.191
CNB1_1	Labridae	Ophthalmolepis	lineolatus	1	139.7459
CNB1_1	Labridae	Ophthalmolepis	lineolatus	1	158.3265
CNB1_1	Labridae	Ophthalmolepis	lineolatus	1	165.2652
CNB1_1	Labridae	Ophthalmolepis	lineolatus	1	168.9385
CNB1_1	Labridae	Ophthalmolepis	lineolatus	1	187.5842
CNB1_1	Labridae	Ophthalmolepis	lineolatus	1	190.1972
CNB1_1	Labridae	Ophthalmolepis	lineolatus	1	230.726
CNB1_1	Labridae	Ophthalmolepis	lineolatus	1	233.4571
CNB1_1	Labridae	Ophthalmolepis	lineolatus	1	346.8015
CNB1_1	Labridae	Pseudolabrus	biserialis	1	101.7973
CNB1_1	Labridae	Pseudolabrus	biserialis	1	176.6
CNB1_1	Labridae	Pseudolabrus	biserialis	1	195.2986
CNB1_1	Monacanthidae	Meuschenia	galii	1	252.4379
CNB1_1	Monacanthidae	Meuschenia	galii	1	263.1204
CNB1_1	Monacanthidae	Meuschenia	hippocrepis	1	332.2869
CNB1_1	Monacanthidae	Meuschenia	hippocrepis	1	377.57
CNB1_1	Pomacentridae	Parma	mccullochi	1	238.2779
CNB1_1	Scorpididae	Scorpis	aequipinnis	1	334.1237
CNB1_1	Serranidae	Epinephelides	armatus	1	362.195
CNB1_1	Urolophidae	Urolophus	circularis	1	604.3378
CNB1_2	Labridae	Coris	auricularis	1	350.4492
CNB1_2	Labridae	Ophthalmolepis	lineolatus	1	83.0692
CNB1_2	Labridae	Ophthalmolepis	lineolatus	1	88.0778
CNB1_2	Labridae	Ophthalmolepis	lineolatus	1	90.0447
CNB1_2	Labridae	Ophthalmolepis	lineolatus	1	122.2163
CNB1_2	Labridae	Ophthalmolepis	lineolatus	1	124.4753
CNB1_2	Labridae	Ophthalmolepis	lineolatus	1	137.7838
CNB1_2	Labridae	Ophthalmolepis	lineolatus	1	149.9146
CNB1_2	Labridae	Ophthalmolepis	lineolatus	1	156.3798
CNB1_2	Labridae	Ophthalmolepis	lineolatus	1	172.7387
CNB1_2	Labridae	Ophthalmolepis	lineolatus	1	197.8995
CNB1_2	Labridae	Ophthalmolepis	lineolatus	1	298.3204
CNB1_2	Labridae	Pseudolabrus	biserialis	1	178.6142
CNB1_2	Monacanthidae	Meuschenia	galii	1	286.402
CNB1_2	Monacanthidae	Meuschenia	galii	1	293.3834
CNB1_2	Monacanthidae	Meuschenia	galii	1	329.3878
CNB1_2	Monacanthidae	Meuschenia	galii	1	364.6352
CNB1_2	Serranidae	Epinephelides	armatus	1	265.4755
CNB1_2	Sparidae	Chrysophrys	auratus	1	481.6699
CNB1_2	Sparidae	Chrysophrys	auratus	1	517.184
CNB1_2	Sparidae	Chrysophrys	auratus	1	752.7816
CNB1_3	Dasyatidae	Bathytoshia	brevicaudata	1	919.0604
CNB1_3	Labridae	Austrolabrus	maculatus	1	99.2425
CNB1_3	Labridae	Coris	auricularis	1	276.2161
CNB1_3	Labridae	Coris	auricularis	1	281.7083
CNB1_3	Labridae	Coris	auricularis	1	317.5331
CNB1_3	Labridae	Coris	auricularis	1	330.6397
CNB1_3	Labridae	Coris	auricularis	1	331.4735
CNB1_3	Labridae	Coris	auricularis	1	345.5343
CNB1_3	Labridae	Notolabrus	parilus	1	293.6387
CNB1_3	Labridae	Notolabrus	parilus	1	349.1742
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	124.2721
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	138.4035
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	143.0237
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	148.2298
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	149.5045
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	157.8083
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	158.7098
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	160.3656
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	169.3412
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	178.3334
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	181.4684
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	183.0518
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	193.1508
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	194.3937
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	198.9537
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	212.1325
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	213.2277
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	214.0861
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	215.6162
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	266.6087
CNB1_3	Labridae	Ophthalmolepis	lineolatus	1	276.6816
CNB1_3	Labridae	Pseudolabrus	biserialis	1	162.4101
CNB1_3	Labridae	Pseudolabrus	biserialis	1	175.4864
CNB1_3	Labridae	Pseudolabrus	biserialis	1	180.6177
CNB1_3	Monacanthidae	Meuschenia	galii	1	187.9499
CNB1_3	Monacanthidae	Meuschenia	galii	1	247.6056
CNB1_3	Monacanthidae	Meuschenia	galii	1	263.4468
CNB1_3	Monacanthidae	Meuschenia	venusta	1	224.0055
