Sample	Family	Genus	Species	Count
CF1_1	Aracanidae	Anoplocapros	lenticularis	1
CF1_1	Labridae	Austrolabrus	maculatus	1
CF1_1	Labridae	Coris	auricularis	12
CF1_1	Labridae	Ophthalmolepis	lineolatus	10
CF1_1	Labridae	Pseudolabrus	biserialis	5
CF1_1	Monacanthidae	Meuschenia	galii	1
CF1_1	Pomacentridae	Chromis	klunzingeri	2
CF1_1	Scorpididae	Neatypus	obliquus	2
CF1_1	Serranidae	Caesioperca	rasor	1
CF1_1	Serranidae	Hypoplectrodes	nigroruber	1
CF1_2	Gerreidae	Parequula	melbournensis	1
CF1_2	Labridae	Austrolabrus	maculatus	1
CF1_2	Labridae	Coris	auricularis	3
CF1_2	Labridae	Notolabrus	parilus	1
CF1_2	Labridae	Ophthalmolepis	lineolatus	10
CF1_2	Labridae	Pseudolabrus	biserialis	5
CF1_2	Monacanthidae	Acanthaluteres	vittiger	1
CF1_2	Monacanthidae	Meuschenia	galii	2
CF1_2	Monacanthidae	Scobinichthys	granulatus	1
CF1_2	Mullidae	Upeneichthys	vlamingii	2
CF1_2	Scorpididae	Neatypus	obliquus	2
CF1_2	Urolophidae	Urolophus	circularis	1
CF1_3	Dasyatidae	Bathytoshia	brevicaudata	1
CF1_3	Labridae	Austrolabrus	maculatus	1
CF1_3	Labridae	Coris	auricularis	2
CF1_3	Labridae	Notolabrus	parilus	1
CF1_3	Labridae	Ophthalmolepis	lineolatus	29
CF1_3	Labridae	Pictilabrus	laticlavius	1
CF1_3	Labridae	Pseudolabrus	biserialis	11
CF1_3	Monacanthidae	Meuschenia	galii	2
CF1_3	Pomacentridae	Chromis	klunzingeri	71
CF1_3	Scorpididae	Tilodon	sexfasciatus	1
CF1_3	Urolophidae	Trygonoptera	ovalis	1
CF1_4	Gerreidae	Parequula	melbournensis	1
CF1_4	Labridae	Notolabrus	parilus	1
CF1_4	Labridae	Ophthalmolepis	lineolatus	16
CF1_4	Labridae	Pseudolabrus	biserialis	6
CF1_4	Monacanthidae	Meuschenia	galii	1
CF1_4	Myliobatidae	Myliobatis	tenuicaudatus	1
CF1_4	Pomacentridae	Chromis	klunzingeri	3
CF1_4	Scorpididae	Neatypus	obliquus	2
CF1_4	Serranidae	Caesioperca	spp	3
CF1_5	Glaucosomatidae	Glaucosoma	hebraicum	1
CF1_5	Labridae	Coris	auricularis	78
CF1_5	Labridae	Ophthalmolepis	lineolatus	7
CF1_5	Labridae	Pictilabrus	laticlavius	1
CF1_5	Labridae	Pseudolabrus	biserialis	4
CF1_5	Monacanthidae	Meuschenia	galii	1
CF1_5	Pomacentridae	Chromis	klunzingeri	51
CF1_5	Scorpididae	Neatypus	obliquus	6
CF1_5	Scorpididae	Tilodon	sexfasciatus	1
CF2_1	Carangidae	Pseudocaranx	spp.	2
CF2_1	Labridae	Austrolabrus	maculatus	1
CF2_1	Labridae	Coris	auricularis	14
CF2_1	Labridae	Notolabrus	parilus	1
CF2_1	Labridae	Ophthalmolepis	lineolatus	4
CF2_1	Labridae	Pseudolabrus	biserialis	5
CF2_1	Monacanthidae	Acanthaluteres	brownii	1
CF2_1	Myliobatidae	Myliobatis	tenuicaudatus	1
CF2_1	Pomacentridae	Chromis	klunzingeri	9
CF2_1	Scorpididae	Neatypus	obliquus	1
CF2_1	Serranidae	Caesioperca	rasor	2
CF2_1	Serranidae	Caesioperca	spp	8
CF2_2	Labridae	Bodianus	frenchii	1
CF2_2	Labridae	Coris	auricularis	1
CF2_2	Labridae	Notolabrus	parilus	1
CF2_2	Labridae	Ophthalmolepis	lineolatus	9
CF2_2	Labridae	Pseudolabrus	biserialis	3
CF2_2	Monacanthidae	Meuschenia	galii	2
CF2_2	Pempherididae	Pempheris	klunzingeri	3
CF2_2	Scorpididae	Neatypus	obliquus	8
CF2_3	Labridae	Ophthalmolepis	lineolatus	4
CF2_3	Labridae	Pseudolabrus	biserialis	5
CF2_3	Monacanthidae	Meuschenia	flavolineata	1
CF2_3	Monacanthidae	Meuschenia	galii	1
CF2_3	Myliobatidae	Myliobatis	tenuicaudatus	1
CF2_3	Pempherididae	Pempheris	klunzingeri	6
CF2_3	Pomacentridae	Chromis	klunzingeri	11
CF2_3	Scorpididae	Neatypus	obliquus	2
CF2_3	Serranidae	Caesioperca	rasor	7
CF2_3	Serranidae	Caesioperca	spp	1
CF2_4	Gerreidae	Parequula	melbournensis	1
CF2_4	Labridae	Coris	auricularis	5
CF2_4	Labridae	Ophthalmolepis	lineolatus	9
CF2_4	Labridae	Pseudolabrus	biserialis	2
CF2_4	Myliobatidae	Myliobatis	tenuicaudatus	1
CF2_4	Odacidae	Olisthops	cyanomelas	1
CF2_4	Odacidae	Siphonognathus	beddomei	5
CF2_4	Plesiopidae	Trachinops	noarlungae	2
CF2_4	Pomacentridae	Chromis	klunzingeri	2
CF2_4	Scorpididae	Scorpis	aequipinnis	1
CF2_5	Gerreidae	Parequula	melbournensis	1
CF2_5	Labridae	Coris	auricularis	2
CF2_5	Labridae	Ophthalmolepis	lineolatus	9
CF2_5	Labridae	Pictilabrus	laticlavius	1
CF2_5	Labridae	Pseudolabrus	biserialis	3
CF2_5	Monacanthidae	Meuschenia	galii	1
CF2_5	Rhinobatidae	Trygonorrhina	dumerilii	1
CF2_5	Scorpididae	Neatypus	obliquus	4
CF2_5	Scyliorhinidae	Aulohalaelurus	labiosus	1
CF2_5	Urolophidae	Trygonoptera	ovalis	1
CF3_1	Heterodontidae	Heterodontus	portusjacksoni	1
CF3_1	Labridae	Coris	auricularis	2
CF3_1	Labridae	Notolabrus	parilus	1
CF3_1	Labridae	Ophthalmolepis	lineolatus	4
CF3_1	Labridae	Pseudolabrus	biserialis	1
CF3_1	Monacanthidae	Meuschenia	venusta	2
CF3_1	Myliobatidae	Myliobatis	tenuicaudatus	1
CF3_1	Pomacentridae	Chromis	klunzingeri	33
CF3_1	Rhinobatidae	Trygonorrhina	dumerilii	1
CF3_1	Scorpididae	Neatypus	obliquus	4
CF3_1	Urolophidae	Trygonoptera	ovalis	1
CF3_2	Carangidae	Pseudocaranx	spp.	2
CF3_2	Labridae	Bodianus	frenchii	1
CF3_2	Labridae	Coris	auricularis	5
CF3_2	Labridae	Notolabrus	parilus	1
CF3_2	Labridae	Ophthalmolepis	lineolatus	5
CF3_2	Labridae	Pseudolabrus	biserialis	4
CF3_2	Monacanthidae	Meuschenia	flavolineata	2
CF3_2	Monacanthidae	Meuschenia	galii	1
CF3_2	Muraenidae	Gymnothorax	woodwardi	1
CF3_2	Odacidae	Olisthops	cyanomelas	1
CF3_2	Odacidae	Siphonognathus	spp	1
CF3_2	Pomacentridae	Parma	mccullochi	1
CF3_2	Scorpididae	Scorpis	aequipinnis	1
CF3_2	Scyliorhinidae	Aulohalaelurus	labiosus	1
CF3_2	Serranidae	Othos	dentex	1
CF3_3	Carangidae	Pseudocaranx	spp.	8
CF3_3	Carangidae	Seriola	hippos	1
CF3_3	Gerreidae	Parequula	melbournensis	1
CF3_3	Labridae	Coris	auricularis	4
CF3_3	Labridae	Ophthalmolepis	lineolatus	7
CF3_3	Labridae	Pseudolabrus	biserialis	3
CF3_3	Odacidae	Olisthops	cyanomelas	1
CF3_3	Pomacentridae	Chromis	klunzingeri	26
CF3_3	Rhinobatidae	Trygonorrhina	dumerilii	1
CF3_3	Scorpididae	Neatypus	obliquus	4
CF3_3	Scorpididae	Scorpis	aequipinnis	1
CF3_4	Gerreidae	Parequula	melbournensis	3
CF3_4	Heterodontidae	Heterodontus	portusjacksoni	2
CF3_4	Labridae	Coris	auricularis	1
CF3_4	Labridae	Ophthalmolepis	lineolatus	21
CF3_4	Myliobatidae	Myliobatis	tenuicaudatus	1
CF3_4	Rhinobatidae	Trygonorrhina	dumerilii	1
CF3_4	Urolophidae	Trygonoptera	ovalis	1
CF3_5	Cheilodactylidae	Nemadactylus	valenciennesi	1
CF3_5	Labridae	Austrolabrus	maculatus	1
CF3_5	Labridae	Coris	auricularis	2
CF3_5	Labridae	Notolabrus	parilus	2
CF3_5	Labridae	Ophthalmolepis	lineolatus	4
CF3_5	Labridae	Pictilabrus	laticlavius	3
CF3_5	Labridae	Pseudolabrus	biserialis	10
CF3_5	Monacanthidae	Meuschenia	freycineti	5
CF3_5	Monacanthidae	Meuschenia	galii	1
CF3_5	Monacanthidae	Meuschenia	hippocrepis	1
CF3_5	Pempherididae	Pempheris	klunzingeri	12
CF3_5	Pomacentridae	Chromis	klunzingeri	7
CF3_5	Scorpididae	Neatypus	obliquus	4
CF3_5	Serranidae	Caesioperca	rasor	1
CF4_1	Carangidae	Pseudocaranx	spp.	280
CF4_1	Labridae	Coris	auricularis	1
CF4_1	Labridae	Notolabrus	parilus	1
CF4_1	Labridae	Ophthalmolepis	lineolatus	1
CF4_1	Labridae	Pictilabrus	laticlavius	2
CF4_1	Labridae	Pseudolabrus	biserialis	4
CF4_1	Monacanthidae	Meuschenia	galii	3
CF4_1	Monacanthidae	Scobinichthys	granulatus	1
CF4_1	Myliobatidae	Myliobatis	tenuicaudatus	1
CF4_1	Pempherididae	Pempheris	klunzingeri	157
CF4_1	Pomacentridae	Chromis	klunzingeri	21
CF4_2	Labridae	Coris	auricularis	1
CF4_2	Labridae	Notolabrus	parilus	1
CF4_2	Labridae	Ophthalmolepis	lineolatus	8
CF4_2	Labridae	Pictilabrus	laticlavius	2
CF4_2	Labridae	Pseudolabrus	biserialis	3
CF4_2	Monacanthidae	Meuschenia	galii	1
CF4_2	Monacanthidae	Scobinichthys	granulatus	2
CF4_2	Pempherididae	Pempheris	klunzingeri	9
CF4_2	Pomacentridae	Chromis	klunzingeri	14
CF4_2	Scorpididae	Neatypus	obliquus	2
CF4_2	Urolophidae	Trygonoptera	ovalis	1
CF4_3	Labridae	Coris	auricularis	1
CF4_3	Labridae	Ophthalmolepis	lineolatus	5
CF4_3	Labridae	Pseudolabrus	biserialis	10
CF4_3	Monacanthidae	Meuschenia	galii	1
CF4_3	Monacanthidae	Scobinichthys	granulatus	1
CF4_3	Mullidae	Upeneichthys	vlamingii	1
CF4_3	Scorpididae	Neatypus	obliquus	3
CF4_3	Serranidae	Caesioperca	rasor	3
CF4_4	Gerreidae	Parequula	melbournensis	1
CF4_4	Labridae	Coris	auricularis	1
CF4_4	Labridae	Ophthalmolepis	lineolatus	9
CF4_4	Labridae	Pictilabrus	laticlavius	1
CF4_4	Labridae	Pseudolabrus	biserialis	3
CF4_4	Monacanthidae	Scobinichthys	granulatus	2
CF4_4	Mullidae	Upeneichthys	vlamingii	1
CF4_4	Pomacentridae	Chromis	klunzingeri	3
CF4_4	Scorpididae	Neatypus	obliquus	11
CF4_4	Serranidae	Caesioperca	rasor	2
CF4_5	Labridae	Coris	auricularis	1
CF4_5	Labridae	Ophthalmolepis	lineolatus	7
CF4_5	Labridae	Pseudolabrus	biserialis	1
CF4_5	Monacanthidae	Meuschenia	galii	1
CF4_5	Serranidae	Caesioperca	rasor	3
CF5_1	Labridae	Coris	auricularis	2
CF5_1	Labridae	Ophthalmolepis	lineolatus	9
CF5_1	Labridae	Pictilabrus	laticlavius	1
CF5_1	Labridae	Pseudolabrus	biserialis	2
CF5_1	Monacanthidae	Meuschenia	galii	1
CF5_1	Myliobatidae	Myliobatis	tenuicaudatus	1
CF5_1	Pempherididae	Pempheris	klunzingeri	28
CF5_1	Scorpididae	Neatypus	obliquus	1
CF5_2	Labridae	Achoerodus	gouldii	1
CF5_2	Labridae	Coris	auricularis	11
CF5_2	Labridae	Ophthalmolepis	lineolatus	3
CF5_2	Labridae	Pseudolabrus	biserialis	4
CF5_2	Monacanthidae	Scobinichthys	granulatus	1
CF5_2	Scorpididae	Neatypus	obliquus	2
CF5_2	Serranidae	Caesioperca	rasor	5
CF5_2	Serranidae	Caesioperca	spp	10
CF5_3	Gerreidae	Parequula	melbournensis	5
CF5_3	Labridae	Coris	auricularis	2
CF5_3	Labridae	Ophthalmolepis	lineolatus	13
CF5_3	Labridae	Pseudolabrus	biserialis	3
CF5_3	Mullidae	Upeneichthys	vlamingii	1
CF5_3	Myliobatidae	Myliobatis	tenuicaudatus	1
CF5_3	Pomacentridae	Chromis	klunzingeri	27
CF5_3	Serranidae	Caesioperca	spp	6
CF5_3	Urolophidae	Trygonoptera	ovalis	1
CF5_4	Carangidae	Pseudocaranx	spp.	2
CF5_4	Labridae	Coris	auricularis	28
CF5_4	Labridae	Ophthalmolepis	lineolatus	4
CF5_4	Labridae	Pictilabrus	laticlavius	1
CF5_4	Labridae	Pseudolabrus	biserialis	1
CF5_4	Monacanthidae	Meuschenia	flavolineata	1
CF5_4	Monacanthidae	Meuschenia	galii	1
CF5_4	Myliobatidae	Myliobatis	tenuicaudatus	1
CF5_4	Odacidae	Olisthops	cyanomelas	1
CF5_4	Pomacentridae	Chromis	klunzingeri	8
CF5_4	Scorpididae	Neatypus	obliquus	1
CF5_4	Scorpididae	Scorpis	aequipinnis	1
CF5_4	Scorpididae	Scorpis	georgiana	3
CF5_4	Serranidae	Caesioperca	rasor	7
CF5_5	Gerreidae	Parequula	melbournensis	2
CF5_5	Labridae	Coris	auricularis	1
CF5_5	Labridae	Ophthalmolepis	lineolatus	1
CF5_5	Labridae	Suezichthys	cyanolaemus	1
CF5_5	Monacanthidae	Acanthaluteres	vittiger	7
CF6_1	Cheilodactylidae	Dactylophora	nigricans	1
CF6_1	Cheilodactylidae	Nemadactylus	valenciennesi	1
CF6_1	Kyphosidae	Girella	zebra	3
CF6_1	Labridae	Achoerodus	gouldii	1
CF6_1	Labridae	Coris	auricularis	36
CF6_1	Labridae	Notolabrus	parilus	1
CF6_1	Labridae	Ophthalmolepis	lineolatus	5
CF6_1	Labridae	Pseudolabrus	biserialis	3
CF6_1	Myliobatidae	Myliobatis	tenuicaudatus	2
CF6_1	Rhinobatidae	Trygonorrhina	dumerilii	1
CF6_1	Scorpididae	Neatypus	obliquus	1
CF6_1	Scorpididae	Scorpis	georgiana	1
CF6_1	Serranidae	Caesioperca	rasor	3
CF6_1	Urolophidae	Trygonoptera	ovalis	1
CF6_2	Aplodactylidae	Aplodactylus	westralis	1
CF6_2	Aulopidae	Latropiscis	purpurissatus	1
CF6_2	Carangidae	Pseudocaranx	spp.	5
CF6_2	Cheilodactylidae	Nemadactylus	valenciennesi	4
CF6_2	Glaucosomatidae	Glaucosoma	hebraicum	1
CF6_2	Labridae	Coris	auricularis	6
CF6_2	Labridae	Notolabrus	parilus	1
CF6_2	Labridae	Ophthalmolepis	lineolatus	11
CF6_2	Labridae	Pseudolabrus	biserialis	3
CF6_2	Monacanthidae	Meuschenia	flavolineata	2
CF6_2	Monacanthidae	Meuschenia	galii	3
CF6_2	Monacanthidae	Meuschenia	hippocrepis	1
CF6_2	Scorpididae	Scorpis	aequipinnis	2
CF6_2	Scorpididae	Scorpis	georgiana	1
