Sample	Family	Genus	Species	Count
CNB1_1	Aracanidae	Anoplocapros	lenticularis	1
CNB1_1	Aulopidae	Latropiscis	purpurissatus	1
CNB1_1	Carangidae	Pseudocaranx	spp.	6
CNB1_1	Dasyatidae	Bathytoshia	brevicaudata	1
CNB1_1	Kyphosidae	Girella	zebra	1
CNB1_1	Labridae	Bodianus	frenchii	1
CNB1_1	Labridae	Coris	auricularis	5
CNB1_1	Labridae	Notolabrus	parilus	2
CNB1_1	Labridae	Ophthalmolepis	lineolatus	18
CNB1_1	Labridae	Pseudolabrus	biserialis	2
CNB1_1	Monacanthidae	Meuschenia	hippocrepis	3
CNB1_1	Mullidae	Upeneichthys	vlamingii	1
CNB1_1	Muraenidae	Gymnothorax	prasinus	1
CNB1_1	Myliobatidae	Myliobatis	tenuicaudatus	1
CNB1_1	Odacidae	Olisthops	cyanomelas	1
CNB1_1	Pomacentridae	Parma	mccullochi	1
CNB1_1	Rhinobatidae	Trygonorrhina	dumerilii	2
CNB1_1	Scorpididae	Scorpis	aequipinnis	1
CNB1_1	Scorpididae	Tilodon	sexfasciatus	2
CNB1_1	Serranidae	Acanthistius	serratus	1
CNB1_1	Sillaginidae	Sillaginodes	punctatus	1
CNB1_2	Aplodactylidae	Aplodactylus	westralis	1
CNB1_2	Carangidae	Pseudocaranx	spp.	9
CNB1_2	Labridae	Austrolabrus	maculatus	1
CNB1_2	Labridae	Coris	auricularis	4
CNB1_2	Labridae	Notolabrus	parilus	2
CNB1_2	Labridae	Ophthalmolepis	lineolatus	17
CNB1_2	Labridae	Pictilabrus	laticlavius	1
CNB1_2	Labridae	Pseudolabrus	biserialis	4
CNB1_2	Monacanthidae	Meuschenia	flavolineata	2
CNB1_2	Monacanthidae	Meuschenia	freycineti	1
CNB1_2	Monacanthidae	Meuschenia	galii	3
CNB1_2	Monacanthidae	Meuschenia	hippocrepis	2
CNB1_2	Muraenidae	Gymnothorax	prasinus	1
CNB1_2	Muraenidae	Gymnothorax	woodwardi	2
CNB1_2	Myliobatidae	Myliobatis	tenuicaudatus	2
CNB1_2	Odacidae	Olisthops	cyanomelas	1
CNB1_2	Plesiopidae	Trachinops	noarlungae	12
CNB1_2	Pomacentridae	Parma	mccullochi	1
CNB1_2	Serranidae	Acanthistius	serratus	1
CNB1_2	Serranidae	Hypoplectrodes	nigroruber	1
CNB1_3	Carangidae	Seriola	hippos	1
CNB1_3	Dasyatidae	Bathytoshia	brevicaudata	2
CNB1_3	Gerreidae	Parequula	melbournensis	1
CNB1_3	Heterodontidae	Heterodontus	portusjacksoni	1
CNB1_3	Labridae	Coris	auricularis	6
CNB1_3	Labridae	Notolabrus	parilus	1
CNB1_3	Labridae	Ophthalmolepis	lineolatus	7
CNB1_3	Labridae	Pseudolabrus	biserialis	1
CNB1_3	Rhinobatidae	Trygonorrhina	dumerilii	1
CNB1_3	Scorpididae	Neatypus	obliquus	5
CNB1_4	Kyphosidae	Girella	zebra	1
CNB1_4	Labridae	Bodianus	frenchii	1
CNB1_4	Labridae	Coris	auricularis	5
CNB1_4	Labridae	Notolabrus	parilus	2
CNB1_4	Labridae	Ophthalmolepis	lineolatus	4
CNB1_4	Labridae	Pseudolabrus	biserialis	3
CNB1_4	Monacanthidae	Meuschenia	flavolineata	2
CNB1_4	Monacanthidae	Meuschenia	galii	1
CNB1_4	Monacanthidae	Meuschenia	hippocrepis	1
CNB1_4	Odacidae	Olisthops	cyanomelas	1
CNB1_4	Pomacentridae	Parma	mccullochi	2
CNB1_4	Scorpididae	Neatypus	obliquus	5
CNB1_4	Sillaginidae	Sillaginodes	punctatus	1
CNB1_5	Labridae	Austrolabrus	maculatus	1
CNB1_5	Labridae	Coris	auricularis	2
CNB1_5	Labridae	Notolabrus	parilus	2
CNB1_5	Labridae	Ophthalmolepis	lineolatus	7
CNB1_5	Labridae	Pseudolabrus	biserialis	2
CNB1_5	Monacanthidae	Meuschenia	galii	1
CNB1_5	Monacanthidae	Meuschenia	hippocrepis	1
CNB1_5	Pempherididae	Pempheris	klunzingeri	1
CNB1_5	Pomacentridae	Parma	mccullochi	1
CNB1_5	Scorpididae	Neatypus	obliquus	1
CNB2_1	Carangidae	Pseudocaranx	spp.	2
CNB2_1	Dasyatidae	Bathytoshia	brevicaudata	1
CNB2_1	Kyphosidae	Kyphosus	sydneyanus	1
CNB2_1	Labridae	Achoerodus	gouldii	1
CNB2_1	Labridae	Austrolabrus	maculatus	1
CNB2_1	Labridae	Bodianus	frenchii	1
CNB2_1	Labridae	Coris	auricularis	1
CNB2_1	Labridae	Notolabrus	parilus	2
CNB2_1	Labridae	Ophthalmolepis	lineolatus	18
CNB2_1	Labridae	Pictilabrus	laticlavius	1
CNB2_1	Labridae	Pseudolabrus	biserialis	3
CNB2_1	Monacanthidae	Acanthaluteres	brownii	3
CNB2_1	Monacanthidae	Meuschenia	flavolineata	1
CNB2_1	Monacanthidae	Meuschenia	galii	3
CNB2_1	Monacanthidae	Meuschenia	hippocrepis	2
CNB2_1	Muraenidae	Gymnothorax	woodwardi	1
CNB2_1	Myliobatidae	Myliobatis	tenuicaudatus	2
CNB2_1	Neosebastidae	Neosebastes	pandus	1
CNB2_1	Odacidae	Olisthops	cyanomelas	1
CNB2_1	Pomacentridae	Parma	mccullochi	4
CNB2_1	Scorpididae	Neatypus	obliquus	1
CNB2_1	Scorpididae	Scorpis	aequipinnis	1
CNB2_1	Scorpididae	Tilodon	sexfasciatus	1
CNB2_1	Scyliorhinidae	Aulohalaelurus	labiosus	1
CNB2_1	Serranidae	Acanthistius	serratus	1
CNB2_2	Carangidae	Seriola	hippos	1
CNB2_2	Labridae	Choerodon	rubescens	1
CNB2_2	Labridae	Coris	auricularis	5
CNB2_2	Labridae	Notolabrus	parilus	1
CNB2_2	Labridae	Ophthalmolepis	lineolatus	8
CNB2_2	Labridae	Pseudolabrus	biserialis	3
CNB2_2	Muraenidae	Gymnothorax	woodwardi	1
CNB2_2	Rhinobatidae	Trygonorrhina	dumerilii	1
CNB2_2	Scorpididae	Neatypus	obliquus	7
CNB2_2	Serranidae	Epinephelides	armatus	1
CNB2_3	Carangidae	Pseudocaranx	spp.	13
CNB2_3	Chaetodontidae	Chelmonops	curiosus	2
CNB2_3	Cheilodactylidae	Nemadactylus	valenciennesi	1
CNB2_3	Dasyatidae	Bathytoshia	brevicaudata	1
CNB2_3	Kyphosidae	Girella	tephraeops	1
CNB2_3	Labridae	Austrolabrus	maculatus	1
CNB2_3	Labridae	Bodianus	frenchii	1
CNB2_3	Labridae	Coris	auricularis	1
CNB2_3	Labridae	Notolabrus	parilus	3
CNB2_3	Labridae	Ophthalmolepis	lineolatus	15
CNB2_3	Labridae	Pseudolabrus	biserialis	10
CNB2_3	Monacanthidae	Acanthaluteres	brownii	1
CNB2_3	Monacanthidae	Meuschenia	flavolineata	2
CNB2_3	Monacanthidae	Meuschenia	galii	4
CNB2_3	Monacanthidae	Meuschenia	hippocrepis	3
CNB2_3	Muraenidae	Gymnothorax	woodwardi	1
CNB2_3	Myliobatidae	Myliobatis	tenuicaudatus	1
CNB2_3	Odacidae	Olisthops	cyanomelas	2
CNB2_3	Pomacentridae	Chromis	klunzingeri	1
CNB2_3	Pomacentridae	Parma	mccullochi	3
CNB2_3	Rhinobatidae	Trygonorrhina	dumerilii	1
CNB2_3	Scorpididae	Neatypus	obliquus	1
CNB2_3	Scorpididae	Scorpis	aequipinnis	1
CNB2_3	Serranidae	Acanthistius	serratus	1
CNB2_3	Serranidae	Epinephelides	armatus	1
CNB2_3	Serranidae	Othos	dentex	1
CNB2_3	Sparidae	Chrysophrys	auratus	1
CNB2_4	Carangidae	Pseudocaranx	spp.	2
CNB2_4	Carangidae	Seriola	hippos	1
CNB2_4	Dasyatidae	Bathytoshia	brevicaudata	1
CNB2_4	Labridae	Bodianus	frenchii	1
CNB2_4	Labridae	Coris	auricularis	1
CNB2_4	Labridae	Notolabrus	parilus	1
CNB2_4	Labridae	Ophthalmolepis	lineolatus	9
CNB2_4	Labridae	Pseudolabrus	biserialis	7
CNB2_4	Monacanthidae	Meuschenia	flavolineata	1
CNB2_4	Monacanthidae	Meuschenia	galii	3
CNB2_4	Monacanthidae	Meuschenia	hippocrepis	3
CNB2_4	Muraenidae	Gymnothorax	woodwardi	1
CNB2_4	Myliobatidae	Myliobatis	tenuicaudatus	1
