OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
SBBFLAT_20180322_DOV	0	SBBFLAT_20180322_DOV_left110.avi	10371	SBBFLAT_20180322_DOV_Right111.avi	26007	6.91400	T1	0.00667	-628.79044	-302.07936	-1577.37584	1.19450	0.87020	2.67133	0.84527	1724.74459	23.29993	Pomacentridae	Abudefduf	bengalensis	37372003	1	AD	Passing			
SBBFLAT_20180322_DOV	6	SBBFLAT_20180322_DOV_left110.avi	10415	SBBFLAT_20180322_DOV_Right111.avi	26051	6.94333	T1	0.03600	337.96338	-380.70147	-1296.52116	0.69223	0.77770	1.79626	1.12704	1392.88190	20.44140	Pomacentridae	Neopomacentrus	aktites		20	AD	Passing			
SBBFLAT_20180322_DOV	9	SBBFLAT_20180322_DOV_left110.avi	10518	SBBFLAT_20180322_DOV_Right111.avi	26154	7.01200	T1	0.10467	-470.11415	-353.17031	-1770.27894	1.11044	1.04413	3.36548	0.23903	1865.37505	17.59117	Pomacentridae	Neopomacentrus	aktites		9	AD	Passing			
SBBFLAT_20180322_DOV	14	SBBFLAT_20180322_DOV_left110.avi	10596	SBBFLAT_20180322_DOV_Right111.avi	26232	7.06400	T1	0.15667	-452.01155	-438.54710	-1648.88300	1.01156	1.08088	2.91417	0.60624	1765.06463	19.98230	Pomacentridae	Neopomacentrus	aktites		5	AD	Passing			
SBBFLAT_20180322_DOV	16	SBBFLAT_20180322_DOV_left110.avi	10615	SBBFLAT_20180322_DOV_Right111.avi	26251	7.07667	T1	0.16933	-1260.64325	-81.13866	-2666.15307	3.65286	1.18537	7.66816	2.48588	2950.28424	25.29881	Pomacentridae	Stegastes	spp		1	AD	Passing			
SBBFLAT_20180322_DOV	19	SBBFLAT_20180322_DOV_left110.avi	10842	SBBFLAT_20180322_DOV_Right111.avi	26478	7.22800	T1	0.32067	127.70644	-445.66424	-1746.47239	0.75727	1.14662	3.24503	0.22750	1806.95638	13.56705	Pomacentridae	Abudefduf	bengalensis	37372003	1	AD	Passing			
SBBFLAT_20180322_DOV	20	SBBFLAT_20180322_DOV_left110.avi	10870	SBBFLAT_20180322_DOV_Right111.avi	26506	7.24667	T1	0.33933	255.80446	-341.07610	-1399.90340	0.68230	0.80008	2.10406	3.67344	1463.38592	15.87308	Pomacentridae	Neopomacentrus	aktites		6	AD	Passing			
SBBFLAT_20180322_DOV	21	SBBFLAT_20180322_DOV_left110.avi	10884	SBBFLAT_20180322_DOV_Right111.avi	26520	7.25600	T1	0.34867	-1068.72032	-689.15801	-2888.61232	3.38876	2.61654	8.87775	8.47021	3156.13419	23.05182	Pomacentridae	Neopomacentrus	aktites		7	AD	Passing			
SBBFLAT_20180322_DOV	22	SBBFLAT_20180322_DOV_left110.avi	10892	SBBFLAT_20180322_DOV_Right111.avi	26528	7.26133	T1	0.35400	111.35602	-227.40419	-1254.63558	0.54633	0.62083	1.70611	0.75619	1279.93096	10.20862	Pomacentridae	Abudefduf	bengalensis	37372003	1	AD	Passing			
SBBFLAT_20180322_DOV	24	SBBFLAT_20180322_DOV_left110.avi	10917	SBBFLAT_20180322_DOV_Right111.avi	26553	7.27800	T1	0.37067	228.30679	-401.11108	-1809.23466	0.85344	1.12518	3.48258	7.19889	1867.17544	13.14853	Pomacentridae	Abudefduf	bengalensis	37372003	1	AD	Passing			
