OpCode	ImagePtPair	Index	Lx	Ly	Rx	Ry
SBMP_20200317_SB204_DOV	0	0	1010.43442	992.00000	776.40111	987.00000
SBMP_20200317_SB204_DOV	0	1	843.55031	987.00000	599.85704	981.66667
SBMP_20200317_SB204_DOV	1	0	825.56836	1014.66667	537.56974	1012.00000
SBMP_20200317_SB204_DOV	1	1	932.16100	981.33333	639.83206	977.66667
SBMP_20200317_SB204_DOV	2	0	989.82165	900.33333	843.41430	890.66667
SBMP_20200317_SB204_DOV	3	0	524.82165	934.33333	332.11797	929.66667
SBMP_20200317_SB204_DOV	3	1	441.21305	956.66667	227.19084	956.00000
SBMP_20200317_SB204_DOV	4	0	1033.94865	877.33333	748.81332	877.33333
SBMP_20200317_SB204_DOV	5	0	919.12283	954.66667	597.10132	945.66667
SBMP_20200317_SB204_DOV	5	1	782.21790	978.00000	399.23872	976.00000
SBMP_20200317_SB204_DOV	6	0	823.85496	763.33333	675.82512	761.33333
SBMP_20200317_SB204_DOV	7	0	1600.79806	822.66667	1293.47328	809.33333
SBMP_20200317_SB204_DOV	7	1	1425.25330	834.00000	1092.27967	822.66667
SBMP_20200317_SB204_DOV	8	0	1138.25677	886.00000	890.57044	872.33333
SBMP_20200317_SB204_DOV	8	1	1292.48300	893.66667	1020.81332	880.66667
SBMP_20200317_SB204_DOV	9	0	1782.76197	596.00000	1726.80083	552.00000
SBMP_20200317_SB204_DOV	10	0	1665.51006	540.00000	1653.51839	496.00000
SBMP_20200317_SB204_DOV	11	0	1681.49896	578.33333	1683.83067	535.33333
SBMP_20200317_SB204_DOV	12	0	1714.76752	547.66667	1522.46010	506.66667
SBMP_20200317_SB204_DOV	12	1	1527.56419	517.33333	1322.93199	482.33333
SBMP_20200317_SB204_DOV	13	0	1682.16516	850.00000	1476.52325	838.33333
SBMP_20200317_SB204_DOV	13	1	1630.53435	879.66667	1427.89035	866.33333
SBMP_20200317_SB204_DOV	14	0	1721.47120	809.33333	1371.04788	796.00000
SBMP_20200317_SB204_DOV	15	0	1749.45177	953.33333	1442.99792	950.66667
SBMP_20200317_SB204_DOV	16	0	1655.78140	954.33333	1426.13255	937.00000
SBMP_20200317_SB204_DOV	16	1	1535.53158	954.00000	1290.89313	949.66667
SBMP_20200317_SB204_DOV	17	0	948.12353	675.00000	841.82304	663.66667
SBMP_20200317_SB204_DOV	17	1	838.86607	724.66667	729.56766	716.66667
SBMP_20200317_SB204_DOV	18	0	175.87786	740.33333	105.26024	750.00000
SBMP_20200317_SB204_DOV	18	1	111.92228	746.66667	43.30326	754.66667
SBMP_20200317_SB204_DOV	19	0	263.81679	832.00000	45.30187	845.33333
SBMP_20200317_SB204_DOV	20	0	741.01735	940.33333	441.11936	937.66667
SBMP_20200317_SB204_DOV	20	1	543.48786	949.66667	244.25607	948.33333
SBMP_20200317_SB204_DOV	21	0	615.47259	712.33333	331.76960	725.33333
SBMP_20200317_SB204_DOV	21	1	447.92228	743.00000	165.88480	749.66667
SBMP_20200317_SB204_DOV	22	0	143.90007	930.66667	47.96669	929.33333
SBMP_20200317_SB204_DOV	23	0	209.18806	718.66667	143.90007	733.33333
SBMP_20200317_SB204_DOV	24	0	83.94171	820.00000	43.96947	826.66667
SBMP_20200317_SB204_DOV	25	0	810.85010	749.66667	569.84802	748.33333
SBMP_20200317_SB204_DOV	25	1	846.82512	746.66667	598.16169	746.33333
SBMP_20200317_SB204_DOV	26	0	274.47606	824.00000	133.24080	829.33333
SBMP_20200317_SB204_DOV	27	0	1371.04788	1014.66667	882.05413	1020.00000
SBMP_20200317_SB204_DOV	28	0	342.18529	850.33333	66.95350	854.66667
SBMP_20200317_SB204_DOV	28	1	377.16100	821.66667	113.92089	827.00000
SBMP_20200317_SB204_DOV	29	0	1224.16447	828.66667	938.14434	819.00000
SBMP_20200317_SB204_DOV	29	1	1169.53574	826.00000	886.18043	820.66667
SBMP_20200317_SB204_DOV	30	0	1158.84525	795.33333	806.78071	788.00000
SBMP_20200317_SB204_DOV	30	1	1098.88688	786.33333	748.15475	782.33333
SBMP_20200317_SB204_DOV	31	0	1768.10548	628.00000	1694.82304	590.66667
SBMP_20200317_SB204_DOV	32	0	502.49688	918.00000	140.26995	919.00000
SBMP_20200317_SB204_DOV	32	1	441.53921	925.66667	63.98959	929.33333
SBMP_20200317_SB204_DOV	33	0	380.15892	961.33333	60.62457	962.66667
SBMP_20200317_SB204_DOV	33	1	318.20194	975.33333	17.32130	974.66667
SBMP_20200317_SB204_DOV	34	0	323.77516	1042.66667	2.33171	1047.33333
SBMP_20200317_SB204_DOV	35	0	541.55170	735.33333	321.83067	744.00000
SBMP_20200317_SB204_DOV	36	0	910.03470	716.00000	760.80500	714.66667
SBMP_20200317_SB204_DOV	37	0	1115.15337	791.00000	914.81957	777.00000
SBMP_20200317_SB204_DOV	37	1	1070.18459	780.66667	874.51423	772.00000
SBMP_20200317_SB204_DOV	38	0	1568.07842	599.00000	1311.45246	569.00000
SBMP_20200317_SB204_DOV	38	1	1432.50590	580.00000	1150.89729	557.00000
SBMP_20200317_SB204_DOV	39	0	1454.82235	741.00000	1203.10687	723.33333
SBMP_20200317_SB204_DOV	39	1	1307.25815	818.00000	1069.19986	804.00000
SBMP_20200317_SB204_DOV	40	0	785.13255	857.00000	585.81124	850.33333
SBMP_20200317_SB204_DOV	40	1	682.53713	853.33333	446.57460	848.66667
SBMP_20200317_SB204_DOV	41	0	1449.80708	538.00000	1380.83553	503.00000
SBMP_20200317_SB204_DOV	41	1	1391.84733	556.33333	1315.54754	522.33333
SBMP_20200317_SB204_DOV	42	0	1025.95420	754.66667	826.09299	749.33333
SBMP_20200317_SB204_DOV	43	0	762.14504	864.33333	542.81124	860.66667
SBMP_20200317_SB204_DOV	43	1	594.59473	850.33333	378.25885	852.66667
SBMP_20200317_SB204_DOV	44	0	1605.55170	924.00000	1268.45246	916.00000
SBMP_20200317_SB204_DOV	45	0	352.24497	550.66667	245.88688	570.00000
SBMP_20200317_SB204_DOV	45	1	453.50798	560.66667	349.81471	572.00000
SBMP_20200317_SB204_DOV	46	0	1631.80638	650.33333	1406.14226	620.33333
SBMP_20200317_SB204_DOV	46	1	1567.18459	644.00000	1344.18529	618.00000
SBMP_20200317_SB204_DOV	47	0	1103.76960	703.66667	908.51006	690.00000
SBMP_20200317_SB204_DOV	47	1	1043.81124	718.66667	847.21929	706.33333
SBMP_20200317_SB204_DOV	48	0	1849.38237	838.66667	1488.29979	824.00000
SBMP_20200317_SB204_DOV	49	0	1740.12491	894.66667	1530.93685	886.33333
SBMP_20200317_SB204_DOV	50	0	1671.50173	871.66667	1281.82859	858.33333
SBMP_20200317_SB204_DOV	50	1	1629.19778	866.33333	1236.19362	854.33333
SBMP_20200317_SB204_DOV	51	0	1746.77724	893.33333	1350.47259	884.66667
SBMP_20200317_SB204_DOV	51	1	1667.49896	894.00000	1272.85982	884.00000
SBMP_20200317_SB204_DOV	52	0	1251.82582	898.33333	861.80569	894.66667
SBMP_20200317_SB204_DOV	52	1	1195.86468	934.00000	808.84247	934.00000
SBMP_20200317_SB204_DOV	53	0	1757.44622	984.66667	1190.50382	982.66667
SBMP_20200317_SB204_DOV	53	1	1712.81055	978.33333	1162.52325	972.66667
SBMP_20200317_SB204_DOV	54	0	1322.46981	1025.33333	646.14018	1029.66667
SBMP_20200317_SB204_DOV	54	1	1273.17071	1046.66667	571.85843	1049.66667
SBMP_20200317_SB204_DOV	55	0	1857.70992	941.00000	1342.15059	929.66667
SBMP_20200317_SB204_DOV	55	1	1809.41013	958.00000	1289.52047	943.66667
SBMP_20200317_SB204_DOV	56	0	1884.35808	862.00000	1301.11589	850.66667
SBMP_20200317_SB204_DOV	56	1	1823.06731	834.66667	1244.48855	823.66667
