OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
SBMP_20200317_SB204_DOV	0	SB204_L102_001.MP4	50362	SB204_R101_01.MP4	46849	14.00343	1	0.01780	243.23936	2.42493	1.02223	2121.38653	17.94682	13.32578	7.20476	-230.44296	-611.70472	-2018.16604	Labridae	Choerodon	cauteroma	37384005	1	AD	Passing			
SBMP_20200317_SB204_DOV	1	SB204_L102_001.MP4	50372	SB204_R101_01.MP4	46859	14.00621	1	0.02058	138.35115	1.70598	0.81614	1938.19480	19.31161	2.33842	15.52427	-305.17213	-563.66222	-1829.14022	Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
SBMP_20200317_SB204_DOV	3	SB204_L102_001.MP4	50403	SB204_R101_01.MP4	46890	14.01483	1	0.02920	147.38125	6.73440	2.34805	2285.85200	25.87460	56.04401	1.45654	-836.42190	-543.60806	-2056.69834	Pomacentridae	Abudefduf	bengalensis	37372003	1	AD	Passing			
SBMP_20200317_SB204_DOV	5	SB204_L102_001.MP4	50595	SB204_R101_01.MP4	47082	14.06822	1	0.08258	241.73473	4.07238	4.64201	1750.72890	19.29839	49.34574	6.45552	-338.68594	-469.10927	-1652.35589	Labridae	Choerodon	cauteroma	37384005	1	AD	Passing			
SBMP_20200317_SB204_DOV	7	SB204_L102_001.MP4	51263	SB204_R101_01.MP4	47750	14.25396	1	0.26832	233.93701	1.97892	3.56709	1812.40408	18.50540	6.81534	0.97524	463.00027	-341.37798	-1718.69147	Scaridae	Scarus	ghobban	37386001	1	AD	Passing			
SBMP_20200317_SB204_DOV	8	SB204_L102_001.MP4	51290	SB204_R101_01.MP4	47777	14.26147	1	0.27583	214.61173	3.86957	6.73774	2019.13483	14.00054	29.93590	2.60654	155.60554	-463.04511	-1959.15328	Labridae	Choerodon	cauteroma	37384005	1	AD	Passing			
SBMP_20200317_SB204_DOV	12	SB204_L102_001.MP4	52217	SB204_R101_01.MP4	48704	14.51923	1	0.53359	267.79119	3.68228	3.17520	2271.65627	21.19995	11.70235	10.26950	821.20947	21.26976	-2117.91993	Scaridae	Scarus	ghobban	37386001	1	AD	Passing			
SBMP_20200317_SB204_DOV	13	SB204_L102_001.MP4	52522	SB204_R101_01.MP4	49009	14.60403	1	0.61840	79.88337	3.92136	2.58855	2235.74599	24.88658	27.45988	34.80828	820.73111	-460.00742	-2028.14047	Pomacentridae	Stegastes	obreptus	37372136	1	AD	Passing			
SBMP_20200317_SB204_DOV	16	SB204_L102_001.MP4	52820	SB204_R101_01.MP4	49307	14.68689	1	0.70126	171.39763	2.67548	7.86060	2116.69482	24.38436	2.83037	1.14643	676.00324	-553.80774	-1927.87799	Labridae	Choerodon	cauteroma	37384005	1	AD	Passing			
SBMP_20200317_SB204_DOV	17	SB204_L102_001.MP4	54040	SB204_R101_01.MP4	50527	15.02612	1	1.04048	236.70206	4.33840	5.02484	2827.08834	7.65645	15.59176	21.60942	-241.95184	-288.67467	-2801.88414	Labridae	Choerodon	cauteroma	37384005	1	AD	Passing			
