"Sample","Latitude","Longitude","Date","Location","DBCA_Zone","Site","Depth","Observer","DBCA_Sanctuary","Year","Time","Status","Successful.count","Successful.length"
"JBMP17-2",-30.75571632,115.1649704,"20071022","Jurien Bay","Sanctuary","17","3","Mat Kertesz","Target Rock",2007,"11:00:00","No-take","Yes","Yes"
"JBMP17-3",-30.75571632,115.1649704,"20071022","Jurien Bay","Sanctuary","17","3","Dave Lenel","Target Rock",2007,"11:00:00","No-take","Yes","Yes"
"JBMP17-4",-30.75571632,115.1649704,"20071022","Jurien Bay","Sanctuary","17","3","Kev Crane","Target Rock",2007,"11:00:00","No-take","Yes","Yes"
"JBMP18-1",-30.75415039,115.1695633,"20071022","Jurien Bay","Sanctuary","18","4","Neville Barrett","Target Rock",2007,"11:00:00","No-take","Yes","Yes"
"JBMP18-2",-30.75415039,115.1695633,"20071022","Jurien Bay","Sanctuary","18","4","Mat Kertesz","Target Rock",2007,"11:00:00","No-take","Yes","Yes"
"JBMP18-3",-30.75415039,115.1695633,"20071022","Jurien Bay","Sanctuary","18","4","Dave Lenel","Target Rock",2007,"11:00:00","No-take","Yes","Yes"
"JBMP18-4",-30.75415039,115.1695633,"20071022","Jurien Bay","Sanctuary","18","4","Kev Crane","Target Rock",2007,"11:00:00","No-take","Yes","Yes"
"JBMP19-1",-30.70928383,115.1180649,"20071028","Jurien Bay","SP Scientific Reference","19","4","Neville Barrett","Green Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP19-2",-30.70928383,115.1180649,"20071028","Jurien Bay","SP Scientific Reference","19","4","Mat Kertesz","Green Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP19-3",-30.70928383,115.1180649,"20071028","Jurien Bay","SP Scientific Reference","19","4","Dave Lenel","Green Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP19-4",-30.70928383,115.1180649,"20071028","Jurien Bay","SP Scientific Reference","19","4","Kev Crane","Green Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP2-1",-30.21523285,114.9920654,"20071026","Jurien Bay","Sanctuary","2","5","Graham Edgar","North Head",2007,"11:00:00","No-take","Yes","Yes"
"JBMP2-2",-30.21523285,114.9920654,"20071026","Jurien Bay","Sanctuary","2","5","Kev Crane","North Head",2007,"11:00:00","No-take","Yes","Yes"
"JBMP2-3",-30.21523285,114.9920654,"20071026","Jurien Bay","Sanctuary","2","5","Kev Crane","North Head",2007,"11:00:00","No-take","Yes","Yes"
"JBMP2-4",-30.21523285,114.9920654,"20071026","Jurien Bay","Sanctuary","2","5","Graham Edgar","North Head",2007,"11:00:00","No-take","Yes","Yes"
"JBMP20-1",-30.72203255,115.1507034,"20071023","Jurien Bay","SP Scientific Reference","20","4","Neville Barrett",NA,2007,"11:00:00","No-take","Yes","Yes"
"JBMP20-2",-30.72203255,115.1507034,"20071023","Jurien Bay","SP Scientific Reference","20","4","Neville Barrett",NA,2007,"11:00:00","No-take","Yes","Yes"
"JBMP20-3",-30.72203255,115.1507034,"20071023","Jurien Bay","SP Scientific Reference","20","4","Dave Lenel",NA,2007,"11:00:00","No-take","Yes","Yes"
"JBMP20-4",-30.72203255,115.1507034,"20071023","Jurien Bay","SP Scientific Reference","20","4","Dave Lenel",NA,2007,"11:00:00","No-take","Yes","Yes"
"JBMP21-1",-30.62076759,115.1023865,"20071020","Jurien Bay","Sanctuary","21","5","Neville Barrett","Cavanagh Reef",2007,"11:00:00","No-take","Yes","Yes"
"JBMP21-2",-30.62076759,115.1023865,"20071020","Jurien Bay","Sanctuary","21","5","Neville Barrett","Cavanagh Reef",2007,"11:00:00","No-take","Yes","Yes"
"JBMP21-3",-30.62076759,115.1023865,"20071020","Jurien Bay","Sanctuary","21","5","Kev Crane","Cavanagh Reef",2007,"11:00:00","No-take","Yes","Yes"
"JBMP21-4",-30.62076759,115.1023865,"20071020","Jurien Bay","Sanctuary","21","5","Mat Kertesz","Cavanagh Reef",2007,"11:00:00","No-take","Yes","Yes"
"JBMP22-1",-30.58995056,115.0648193,"20071020","Jurien Bay","General Use","22","4","Neville Barrett","Green Islands",2007,"11:00:00","Fished","Yes","Yes"
"JBMP22-2",-30.58995056,115.0648193,"20071020","Jurien Bay","General Use","22","4","Neville Barrett","Green Islands",2007,"11:00:00","Fished","Yes","Yes"
"JBMP22-3",-30.58995056,115.0648193,"20071020","Jurien Bay","General Use","22","4","Kev Crane","Green Islands",2007,"11:00:00","Fished","Yes","Yes"
"JBMP22-4",-30.58995056,115.0648193,"20071020","Jurien Bay","General Use","22","4","Mat Kertesz","Green Islands",2007,"11:00:00","Fished","Yes","Yes"
"JBMP23-1",-30.48513413,115.0299835,"20071025","Jurien Bay","General Use","23","5","Neville Barrett","Hill River",2007,"11:00:00","Fished","Yes","Yes"
"JBMP23-2",-30.48513413,115.0299835,"20071025","Jurien Bay","General Use","23","5","Mat Kertesz","Hill River",2007,"11:00:00","Fished","Yes","Yes"
"JBMP23-3",-30.48513413,115.0299835,"20071025","Jurien Bay","General Use","23","5","Kev Crane","Hill River",2007,"11:00:00","Fished","Yes","Yes"
"JBMP23-4",-30.48513413,115.0299835,"20071025","Jurien Bay","General Use","23","5","Dave Lenel","Hill River",2007,"11:00:00","Fished","Yes","Yes"
"JBMP24-1",-30.43518257,115.0354996,"20071016","Jurien Bay","SP Scientific Reference","24","3","Kev Crane","Hill River",2007,"11:00:00","No-take","Yes","Yes"
"JBMP24-2",-30.43518257,115.0354996,"20071016","Jurien Bay","SP Scientific Reference","24","3","Kev Crane","Hill River",2007,"11:00:00","No-take","Yes","Yes"
"JBMP24-3",-30.43518257,115.0354996,"20071016","Jurien Bay","SP Scientific Reference","24","3","Dave Lenel","Hill River",2007,"11:00:00","No-take","Yes","Yes"
"JBMP24-4",-30.43518257,115.0354996,"20071016","Jurien Bay","SP Scientific Reference","24","3","Dave Lenel","Hill River",2007,"11:00:00","No-take","Yes","Yes"
"JBMP25-1",-30.12073326,114.9536514,"20071018","Jurien Bay","General Use","25","4","Neville Barrett","Fisherman Islands",2007,"11:00:00","Fished","Yes","Yes"
"JBMP25-2",-30.12073326,114.9536514,"20071018","Jurien Bay","General Use","25","4","Neville Barrett","Fisherman Islands",2007,"11:00:00","Fished","Yes","Yes"
"JBMP25-3",-30.12073326,114.9536514,"20071018","Jurien Bay","General Use","25","4","Dave Lenel","Fisherman Islands",2007,"11:00:00","Fished","Yes","Yes"
"JBMP25-4",-30.12073326,114.9536514,"20071018","Jurien Bay","General Use","25","4","Dave Lenel","Fisherman Islands",2007,"11:00:00","Fished","Yes","Yes"
"JBMP26-1",-30.68143272,115.0954819,"20071022","Jurien Bay","SP Scientific Reference","26","12","Neville Barrett","Green Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP26-2",-30.68143272,115.0954819,"20071022","Jurien Bay","SP Scientific Reference","26","12","Mat Kertesz","Green Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP26-3",-30.68143272,115.0954819,"20071022","Jurien Bay","SP Scientific Reference","26","12","Dave Lenel","Green Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP26-4",-30.68143272,115.0954819,"20071022","Jurien Bay","SP Scientific Reference","26","12","Kev Crane","Green Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP27-1",-30.62549973,115.1133652,"20071023","Jurien Bay","Sanctuary","27","3","Neville Barrett","Cavanagh Reef",2007,"11:00:00","No-take","Yes","Yes"
"JBMP27-2",-30.62549973,115.1133652,"20071023","Jurien Bay","Sanctuary","27","3","Unknown diver","Cavanagh Reef",2007,"11:00:00","No-take","Yes","Yes"
"JBMP27-3",-30.62549973,115.1133652,"20071023","Jurien Bay","Sanctuary","27","3","Dave Lenel","Cavanagh Reef",2007,"11:00:00","No-take","Yes","Yes"
"JBMP27-4",-30.62549973,115.1133652,"20071023","Jurien Bay","Sanctuary","27","3","Kev Crane","Cavanagh Reef",2007,"11:00:00","No-take","Yes","Yes"
"JBMP28-1",-30.58913422,115.0488663,"20071024","Jurien Bay","General Use","28","10","Neville Barrett","Green Islands",2007,"11:00:00","Fished","Yes","Yes"
"JBMP28-2",-30.58913422,115.0488663,"20071024","Jurien Bay","General Use","28","10","Mat Kertesz","Green Islands",2007,"11:00:00","Fished","Yes","Yes"
"JBMP28-3",-30.58913422,115.0488663,"20071024","Jurien Bay","General Use","28","10","Kev Crane","Green Islands",2007,"11:00:00","Fished","Yes","Yes"
"JBMP28-4",-30.58913422,115.0488663,"20071024","Jurien Bay","General Use","28","10","Unknown diver","Green Islands",2007,"11:00:00","Fished","Yes","Yes"
"JBMP29-1",-30.6716671,115.1356354,"20071024","Jurien Bay","Sanctuary","29","5","Neville Barrett",NA,2007,"11:00:00","No-take","Yes","Yes"
"JBMP29-2",-30.6716671,115.1356354,"20071024","Jurien Bay","Sanctuary","29","5","Mat Kertesz",NA,2007,"11:00:00","No-take","Yes","Yes"
"JBMP29-3",-30.6716671,115.1356354,"20071024","Jurien Bay","Sanctuary","29","5","Dave Lenel",NA,2007,"11:00:00","No-take","Yes","Yes"
"JBMP29-4",-30.6716671,115.1356354,"20071024","Jurien Bay","Sanctuary","29","5","Dave Lenel",NA,2007,"11:00:00","No-take","Yes","Yes"
"JBMP3-1",-30.42141724,115.0019302,"20071016","Jurien Bay","SP Scientific Reference","3","5","Neville Barrett","Hill River",2007,"11:00:00","No-take","Yes","Yes"
"JBMP3-2",-30.42141724,115.0019302,"20071016","Jurien Bay","SP Scientific Reference","3","5","Neville Barrett","Hill River",2007,"11:00:00","No-take","Yes","Yes"
"JBMP3-3",-30.42141724,115.0019302,"20071016","Jurien Bay","SP Scientific Reference","3","5","Dave Lenel","Hill River",2007,"11:00:00","No-take","Yes","Yes"
"JBMP3-4",-30.42141724,115.0019302,"20071016","Jurien Bay","SP Scientific Reference","3","5","Dave Lenel","Hill River",2007,"11:00:00","No-take","Yes","Yes"
"JBMP30-1",-30.64620018,115.1239014,"20071024","Jurien Bay","General Use","30","2","Neville Barrett","Cavanagh Reef",2007,"11:00:00","Fished","Yes","Yes"
"JBMP30-2",-30.64620018,115.1239014,"20071024","Jurien Bay","General Use","30","2","Mat Kertesz","Cavanagh Reef",2007,"11:00:00","Fished","Yes","Yes"
"JBMP30-3",-30.64620018,115.1239014,"20071024","Jurien Bay","General Use","30","2","Kev Crane","Cavanagh Reef",2007,"11:00:00","Fished","Yes","Yes"
"JBMP30-4",-30.64620018,115.1239014,"20071024","Jurien Bay","General Use","30","2","Dave Lenel","Cavanagh Reef",2007,"11:00:00","Fished","Yes","Yes"
"JBMP32-1",-30.41333389,114.9816666,"20071027","Jurien Bay","SP Scientific Reference","32","10","Graham Edgar","Hill River",2007,"11:00:00","No-take","Yes","Yes"
"JBMP32-2",-30.41333389,114.9816666,"20071027","Jurien Bay","SP Scientific Reference","32","10","Graham Edgar","Hill River",2007,"11:00:00","No-take","Yes","Yes"
"JBMP32-3",-30.41333389,114.9816666,"20071027","Jurien Bay","SP Scientific Reference","32","10","Kev Crane","Hill River",2007,"11:00:00","No-take","Yes","Yes"
"JBMP32-4",-30.41333389,114.9816666,"20071027","Jurien Bay","SP Scientific Reference","32","10","Mat Kertesz","Hill River",2007,"11:00:00","No-take","Yes","Yes"
"JBMP33-1",-30.44763374,114.991333,"20071025","Jurien Bay","SP Scientific Reference","33","10","Neville Barrett","Hill River",2007,"11:00:00","No-take","Yes","Yes"
"JBMP33-2",-30.44763374,114.991333,"20071025","Jurien Bay","SP Scientific Reference","33","10","Mat Kertesz","Hill River",2007,"11:00:00","No-take","Yes","Yes"
"JBMP33-3",-30.44763374,114.991333,"20071025","Jurien Bay","SP Scientific Reference","33","10","Kev Crane","Hill River",2007,"11:00:00","No-take","Yes","Yes"
"JBMP33-4",-30.44763374,114.991333,"20071025","Jurien Bay","SP Scientific Reference","33","10","Dave Lenel","Hill River",2007,"11:00:00","No-take","Yes","Yes"
"JBMP34-1",-30.51449966,115.0136642,"20071025","Jurien Bay","General Use","34","10","Neville Barrett","Hill River",2007,"11:00:00","Fished","Yes","Yes"
"JBMP34-2",-30.51449966,115.0136642,"20071025","Jurien Bay","General Use","34","10","Mat Kertesz","Hill River",2007,"11:00:00","Fished","Yes","Yes"
"JBMP34-3",-30.51449966,115.0136642,"20071025","Jurien Bay","General Use","34","10","Kev Crane","Hill River",2007,"11:00:00","Fished","Yes","Yes"
"JBMP34-4",-30.51449966,115.0136642,"20071025","Jurien Bay","General Use","34","10","Dave Lenel","Hill River",2007,"11:00:00","Fished","Yes","Yes"
"JBMP35-1",-30.34666634,115.0039978,"20071019","Jurien Bay","Sanctuary","35","2","Neville Barrett",NA,2007,"11:00:00","No-take","Yes","Yes"
"JBMP35-2",-30.34666634,115.0039978,"20071019","Jurien Bay","Sanctuary","35","2","Mat Kertesz",NA,2007,"11:00:00","No-take","Yes","Yes"
"JBMP35-3",-30.34666634,115.0039978,"20071019","Jurien Bay","Sanctuary","35","2","Dave Lenel",NA,2007,"11:00:00","No-take","Yes","Yes"
"JBMP35-4",-30.34666634,115.0039978,"20071019","Jurien Bay","Sanctuary","35","2","Kev Crane",NA,2007,"11:00:00","No-take","Yes","Yes"
"JBMP36-1",-30.34609985,115.0375671,"20071026","Jurien Bay","Sanctuary","36","5","Graham Edgar",NA,2007,"11:00:00","No-take","Yes","Yes"
"JBMP36-2",-30.34609985,115.0375671,"20071026","Jurien Bay","Sanctuary","36","5","Graham Edgar",NA,2007,"11:00:00","No-take","Yes","Yes"
"JBMP36-3",-30.34609985,115.0375671,"20071026","Jurien Bay","Sanctuary","36","5","Kev Crane",NA,2007,"11:00:00","No-take","Yes","Yes"
"JBMP36-4",-30.34609985,115.0375671,"20071026","Jurien Bay","Sanctuary","36","5","Mat Kertesz",NA,2007,"11:00:00","No-take","Yes","Yes"
"JBMP37-1",-30.83113289,115.1910477,"20071023","Jurien Bay","Sanctuary","37","5","Neville Barrett","Target Rock",2007,"11:00:00","No-take","Yes","Yes"
"JBMP37-2",-30.83113289,115.1910477,"20071023","Jurien Bay","Sanctuary","37","5","Mat Kertesz","Target Rock",2007,"11:00:00","No-take","Yes","Yes"
"JBMP37-3",-30.83113289,115.1910477,"20071023","Jurien Bay","Sanctuary","37","5","Kev Crane","Target Rock",2007,"11:00:00","No-take","Yes","Yes"
"JBMP37-4",-30.83113289,115.1910477,"20071023","Jurien Bay","Sanctuary","37","5","Dave Lenel","Target Rock",2007,"11:00:00","No-take","Yes","Yes"
"JBMP38-1",-30.79918289,115.1869507,"20071023","Jurien Bay","General Use","38","5","Neville Barrett","Target Rock",2007,"11:00:00","Fished","Yes","Yes"
"JBMP38-2",-30.79918289,115.1869507,"20071023","Jurien Bay","General Use","38","5","Mat Kertesz","Target Rock",2007,"11:00:00","Fished","Yes","Yes"
"JBMP38-3",-30.79918289,115.1869507,"20071023","Jurien Bay","General Use","38","5","Kev Crane","Target Rock",2007,"11:00:00","Fished","Yes","Yes"
"JBMP38-4",-30.79918289,115.1869507,"20071023","Jurien Bay","General Use","38","5","Dave Lenel","Target Rock",2007,"11:00:00","Fished","Yes","Yes"
"JBMP4-1",-30.43376732,114.999733,"20071016","Jurien Bay","SP Scientific Reference","4","5","Neville Barrett","Hill River",2007,"11:00:00","No-take","Yes","Yes"
"JBMP4-2",-30.43376732,114.999733,"20071016","Jurien Bay","SP Scientific Reference","4","5","Neville Barrett","Hill River",2007,"11:00:00","No-take","Yes","Yes"
"JBMP4-3",-30.43376732,114.999733,"20071016","Jurien Bay","SP Scientific Reference","4","5","Dave Lenel","Hill River",2007,"11:00:00","No-take","Yes","Yes"
"JBMP4-4",-30.43376732,114.999733,"20071016","Jurien Bay","SP Scientific Reference","4","5","Dave Lenel","Hill River",2007,"11:00:00","No-take","Yes","Yes"
"JBMP40-1",-30.76675034,115.1419678,"20071023","Jurien Bay","SP Scientific Reference","40","10","Neville Barrett","Green Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP40-2",-30.76675034,115.1419678,"20071023","Jurien Bay","SP Scientific Reference","40","10","Mat Kertesz","Green Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP40-3",-30.76675034,115.1419678,"20071023","Jurien Bay","SP Scientific Reference","40","10","Kev Crane","Green Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP40-4",-30.76675034,115.1419678,"20071023","Jurien Bay","SP Scientific Reference","40","10","Dave Lenel","Green Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP41-1",-30.712017,115.113217,"20071023","Jurien Bay","SP Scientific Reference","41","10","Neville Barrett","Green Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP41-2",-30.712017,115.113217,"20071023","Jurien Bay","SP Scientific Reference","41","10","Neville Barrett","Green Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP41-3",-30.712017,115.113217,"20071023","Jurien Bay","SP Scientific Reference","41","10","Kev Crane","Green Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP41-4",-30.712017,115.113217,"20071023","Jurien Bay","SP Scientific Reference","41","10","Dave Lenel","Green Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP42-1",-30.29043007,114.966507,"20071023","Jurien Bay","General Use","42","10","Neville Barrett",NA,2007,"11:00:00","Fished","Yes","Yes"
"JBMP42-2",-30.29043007,114.966507,"20071023","Jurien Bay","General Use","42","10","Neville Barrett",NA,2007,"11:00:00","Fished","Yes","Yes"
"JBMP42-3",-30.29043007,114.966507,"20071023","Jurien Bay","General Use","42","10","Dave Lenel",NA,2007,"11:00:00","Fished","Yes","Yes"
"JBMP42-4",-30.29043007,114.966507,"20071023","Jurien Bay","General Use","42","10","Dave Lenel",NA,2007,"11:00:00","Fished","Yes","Yes"
"JBMP5-1",-30.32908249,114.9877167,"20071016","Jurien Bay","General Use","5","5","Neville Barrett","Hill River",2007,"11:00:00","Fished","Yes","Yes"
"JBMP5-2",-30.32908249,114.9877167,"20071016","Jurien Bay","General Use","5","5","Neville Barrett","Hill River",2007,"11:00:00","Fished","Yes","Yes"
"JBMP5-3",-30.32908249,114.9877167,"20071016","Jurien Bay","General Use","5","5","Dave Lenel","Hill River",2007,"11:00:00","Fished","Yes","Yes"
"JBMP5-4",-30.32908249,114.9877167,"20071016","Jurien Bay","General Use","5","5","Dave Lenel","Hill River",2007,"11:00:00","Fished","Yes","Yes"
"JBMP6-1",-30.29006577,114.9724808,"20071019","Jurien Bay","General Use","6","5","Neville Barrett","Hill River",2007,"11:00:00","Fished","Yes","Yes"
"JBMP6-2",-30.29006577,114.9724808,"20071019","Jurien Bay","General Use","6","5","Mat Kertesz","Hill River",2007,"11:00:00","Fished","Yes","Yes"
"JBMP6-3",-30.29006577,114.9724808,"20071019","Jurien Bay","General Use","6","5","Dave Lenel","Hill River",2007,"11:00:00","Fished","Yes","Yes"
"JBMP6-4",-30.29006577,114.9724808,"20071019","Jurien Bay","General Use","6","5","Kev Crane","Hill River",2007,"11:00:00","Fished","Yes","Yes"
"JBMP7-1",-30.17124939,114.9554977,"20071017","Jurien Bay","SP Scientific Reference","7","5","Neville Barrett","Fisherman Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP7-2",-30.17124939,114.9554977,"20071017","Jurien Bay","SP Scientific Reference","7","5","Neville Barrett","Fisherman Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP7-3",-30.17124939,114.9554977,"20071017","Jurien Bay","SP Scientific Reference","7","5","Dave Lenel","Fisherman Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP7-4",-30.17124939,114.9554977,"20071017","Jurien Bay","SP Scientific Reference","7","5","Dave Lenel","Fisherman Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP8-1",-30.1340332,114.9489136,"20071018","Jurien Bay","Sanctuary","8","3","Neville Barrett","Fisherman Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP8-2",-30.1340332,114.9489136,"20071018","Jurien Bay","Sanctuary","8","3","Neville Barrett","Fisherman Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP8-3",-30.1340332,114.9489136,"20071018","Jurien Bay","Sanctuary","8","3","Kev Crane","Fisherman Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP8-4",-30.1340332,114.9489136,"20071018","Jurien Bay","Sanctuary","8","3","Dave Lenel","Fisherman Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP9-1",-30.1340332,114.9489136,"20071018","Jurien Bay","Sanctuary","9","3","Neville Barrett","Fisherman Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP9-2",-30.1340332,114.9489136,"20071018","Jurien Bay","Sanctuary","9","3","Neville Barrett","Fisherman Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP9-3",-30.1340332,114.9489136,"20071018","Jurien Bay","Sanctuary","9","3","Kev Crane","Fisherman Islands",2007,"11:00:00","No-take","Yes","Yes"
"JBMP9-4",-30.1340332,114.9489136,"20071018","Jurien Bay","Sanctuary","9","3","Dave Lenel","Fisherman Islands",2007,"11:00:00","No-take","Yes","Yes"
