"Sample","Family","Genus","Species","Count","Length"
"JBMP1-1","Pomacentridae","Parma","mccullochi",3,125
"JBMP1-1","Labridae","Coris","auricularis",2,125
"JBMP1-1","Labridae","Halichoeres","brownfieldi",3,75
"JBMP1-1","Ostraciidae","Anoplocapros","lenticularis",1,100
"JBMP1-1","Chaetodontidae","Chelmonops","curiosus",1,100
"JBMP1-1","Labridae","Notolabrus","parilus",2,125
"JBMP1-1","Pomacentridae","Parma","occidentalis",3,100
"JBMP1-1","Pomacentridae","Pomacentrus","milleri",1,100
"JBMP1-1","Labridae","Coris","auricularis",3,50
"JBMP1-1","Chaetodontidae","Chelmonops","curiosus",1,75
"JBMP1-1","Labridae","Notolabrus","parilus",2,50
"JBMP1-1","Labridae","Notolabrus","parilus",1,300
"JBMP1-1","Labridae","Coris","auricularis",13,75
"JBMP1-1","Labridae","Halichoeres","brownfieldi",5,50
"JBMP1-1","Chaetodontidae","Chelmonops","curiosus",1,125
"JBMP1-1","Labridae","Notolabrus","parilus",8,75
"JBMP1-1","Labridae","Notolabrus","parilus",2,150
"JBMP1-1","Scorpididae","Scorpis","georgiana",1,100
"JBMP1-1","Pomacentridae","Parma","occidentalis",3,125
"JBMP1-1","Pomacentridae","Parma","occidentalis",4,150
"JBMP1-1","Pomacentridae","Pomacentrus","milleri",3,75
"JBMP1-1","Labridae","Coris","auricularis",11,100
"JBMP1-1","Labridae","Notolabrus","parilus",8,100
"JBMP1-1","Haemulidae","Plectorhinchus","flavomaculatus",1,250
"JBMP1-1","Pomacentridae","Parma","occidentalis",1,200
"JBMP1-2","Labridae","Coris","auricularis",5,50
"JBMP1-2","Labridae","Coris","auricularis",1,250
"JBMP1-2","Labridae","Notolabrus","parilus",1,50
"JBMP1-2","Labridae","Notolabrus","parilus",3,250
"JBMP1-2","Haemulidae","Plectorhinchus","flavomaculatus",1,350
"JBMP1-2","Pomacentridae","Parma","occidentalis",1,250
"JBMP1-2","Labridae","Austrolabrus","maculatus",1,125
"JBMP1-2","Pomacentridae","Parma","mccullochi",2,150
"JBMP1-2","Labridae","Coris","auricularis",6,125
"JBMP1-2","Labridae","Coris","auricularis",12,150
"JBMP1-2","Labridae","Coris","auricularis",3,200
"JBMP1-2","Labridae","Notolabrus","parilus",2,125
"JBMP1-2","Labridae","Notolabrus","parilus",1,150
"JBMP1-2","Labridae","Notolabrus","parilus",3,200
"JBMP1-2","Pomacentridae","Parma","occidentalis",2,100
"JBMP1-2","Pomacentridae","Parma","occidentalis",4,125
"JBMP1-2","Labridae","Austrolabrus","maculatus",1,75
"JBMP1-2","Labridae","Coris","auricularis",19,75
