"Sample","Family","Genus","Species","Count","Length"
"JBMP1-1","Mullidae","Parupeneus","spilurus",8,100
"JBMP1-1","Cheilodactylidae","Cheilodactylus","gibbosus",1,300
"JBMP1-1","Labridae","Coris","auricularis",43,100
"JBMP1-1","Labridae","Halichoeres","brownfieldi",1,125
"JBMP1-1","Labridae","Notolabrus","parilus",2,75
"JBMP1-1","Labridae","Notolabrus","parilus",2,150
"JBMP1-1","Labridae","Notolabrus","parilus",2,200
"JBMP1-1","Labridae","Pictilabrus","laticlavius",2,200
"JBMP1-1","Odacidae","Olisthops","cyanomelas",1,300
"JBMP1-1","Mullidae","Parupeneus","spilurus",1,125
"JBMP1-1","Pempherididae","Pempheris","klunzingeri",1,100
"JBMP1-1","Pomacentridae","Parma","mccullochi",2,125
"JBMP1-1","Labridae","Coris","auricularis",6,125
"JBMP1-1","Labridae","Halichoeres","brownfieldi",1,75
"JBMP1-1","Labridae","Notolabrus","parilus",5,100
"JBMP1-1","Labridae","Notolabrus","parilus",1,125
"JBMP1-1","Pempherididae","Pempheris","klunzingeri",8,75
"JBMP1-1","Pomacentridae","Parma","mccullochi",2,200
"JBMP1-1","Labridae","Coris","auricularis",2,200
"JBMP1-1","Labridae","Coris","auricularis",2,250
"JBMP1-1","Labridae","Coris","auricularis",2,300
"JBMP1-1","Labridae","Halichoeres","brownfieldi",5,100
"JBMP1-1","Labridae","Notolabrus","parilus",1,250
"JBMP1-1","Labridae","Notolabrus","parilus",1,300
"JBMP1-2","Kyphosidae","Kyphosus","sydneyanus",2,250
"JBMP1-2","Pomacentridae","Parma","mccullochi",1,100
"JBMP1-2","Pomacentridae","Parma","mccullochi",1,125
"JBMP1-2","Labridae","Coris","auricularis",15,100
"JBMP1-2","Labridae","Notolabrus","parilus",4,100
"JBMP1-2","Pomacentridae","Pomacentrus","milleri",1,100
"JBMP1-2","Labridae","Coris","auricularis",1,75
"JBMP1-2","Labridae","Coris","auricularis",2,300
"JBMP1-2","Labridae","Pictilabrus","viridis",2,150
"JBMP1-2","Labridae","Notolabrus","parilus",1,75
"JBMP1-2","Labridae","Pictilabrus","laticlavius",1,200
"JBMP1-2","Mullidae","Parupeneus","spilurus",5,150
"JBMP1-2","Pomacentridae","Parma","mccullochi",1,150
"JBMP1-2","Labridae","Coris","auricularis",1,125
"JBMP1-2","Labridae","Coris","auricularis",1,150
"JBMP1-2","Labridae","Pictilabrus","viridis",1,125
