Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Successful.count,Successful.length,Depth,Observer,Transect_Length,DBCA_Zone,DBCA_Sanctuary
CB1-01,-23.17701,113.75987,20160916,11:00:00,Ningaloo Marine Park,Fished,CB1,Yes,Yes,3,Caprice,50,Recreation,Maud
CB1-02,-23.17701,113.75987,20160916,11:00:00,Ningaloo Marine Park,Fished,CB1,Yes,Yes,3,Caprice,50,Recreation,Maud
CB1-03,-23.17701,113.75987,20160916,11:00:00,Ningaloo Marine Park,Fished,CB1,Yes,Yes,3,Caprice,50,Recreation,Maud
CB1-04,-23.17701,113.75987,20160916,11:00:00,Ningaloo Marine Park,Fished,CB1,Yes,Yes,3,Caprice,50,Recreation,Maud
CB1-05,-23.17701,113.75987,20160916,11:00:00,Ningaloo Marine Park,Fished,CB1,Yes,Yes,3,Caprice,50,Recreation,Maud
CB1-06,-23.17701,113.75987,20160916,11:00:00,Ningaloo Marine Park,Fished,CB1,Yes,Yes,3,Caprice,50,Recreation,Maud
CB2-01,-23.14517,113.76387,20160916,11:00:00,Ningaloo Marine Park,No-take,CB2,Yes,Yes,3,Caprice,50,Sanctuary,Maud
CB2-02,-23.14517,113.76387,20160916,11:00:00,Ningaloo Marine Park,No-take,CB2,Yes,Yes,3,Caprice,50,Sanctuary,Maud
CB2-03,-23.14517,113.76387,20160916,11:00:00,Ningaloo Marine Park,No-take,CB2,Yes,Yes,3,Caprice,50,Sanctuary,Maud
CB2-04,-23.14517,113.76387,20160916,11:00:00,Ningaloo Marine Park,No-take,CB2,Yes,Yes,3,Caprice,50,Sanctuary,Maud
CB2-05,-23.14517,113.76387,20160916,11:00:00,Ningaloo Marine Park,No-take,CB2,Yes,Yes,3,Caprice,50,Sanctuary,Maud
CB2-06,-23.14517,113.76387,20160916,11:00:00,Ningaloo Marine Park,No-take,CB2,Yes,Yes,3,Caprice,50,Sanctuary,Maud
CB3-01,-23.14875,113.75278,20160916,11:00:00,Ningaloo Marine Park,No-take,CB3,Yes,Yes,2.5,Caprice,50,Sanctuary,Maud
CB3-02,-23.14875,113.75278,20160916,11:00:00,Ningaloo Marine Park,No-take,CB3,Yes,Yes,2.5,Caprice,50,Sanctuary,Maud
CB3-03,-23.14875,113.75278,20160916,11:00:00,Ningaloo Marine Park,No-take,CB3,Yes,Yes,2.5,Caprice,50,Sanctuary,Maud
CB3-04,-23.14875,113.75278,20160916,11:00:00,Ningaloo Marine Park,No-take,CB3,Yes,Yes,2.5,Caprice,50,Sanctuary,Maud
CB3-05,-23.14875,113.75278,20160916,11:00:00,Ningaloo Marine Park,No-take,CB3,Yes,Yes,2.5,Caprice,50,Sanctuary,Maud
CB3-06,-23.14875,113.75278,20160916,11:00:00,Ningaloo Marine Park,No-take,CB3,Yes,Yes,2.5,Caprice,50,Sanctuary,Maud
L1-01,-21.79904,114.12791,20160913,11:00:00,Ningaloo Marine Park,Fished,L1,Yes,Yes,12,Caprice,50,Recreation,Lighthouse
L1-02,-21.79904,114.12791,20160913,11:00:00,Ningaloo Marine Park,Fished,L1,Yes,Yes,12,Caprice,50,Recreation,Lighthouse
L1-03,-21.79904,114.12791,20160913,11:00:00,Ningaloo Marine Park,Fished,L1,Yes,Yes,12,Caprice,50,Recreation,Lighthouse
L1-04,-21.79904,114.12791,20160913,11:00:00,Ningaloo Marine Park,Fished,L1,Yes,Yes,12,Caprice,50,Recreation,Lighthouse
L1-05,-21.79904,114.12791,20160913,11:00:00,Ningaloo Marine Park,Fished,L1,Yes,Yes,12,Caprice,50,Recreation,Lighthouse
L1-06,-21.79904,114.12791,20160913,11:00:00,Ningaloo Marine Park,Fished,L1,Yes,Yes,12,Caprice,50,Recreation,Lighthouse
L2-01,-21.79652,114.13527,20160913,11:00:00,Ningaloo Marine Park,No-take,L2,Yes,Yes,11,Caprice (MikeTaylor Update),50,Sanctuary,Lighthouse
L2-02,-21.79652,114.13527,20160913,11:00:00,Ningaloo Marine Park,No-take,L2,Yes,Yes,11,Caprice (MikeTaylor Update),50,Sanctuary,Lighthouse
L2-03,-21.79652,114.13527,20160913,11:00:00,Ningaloo Marine Park,No-take,L2,Yes,Yes,11,Caprice (MikeTaylor Update),50,Sanctuary,Lighthouse
L2-04,-21.79652,114.13527,20160913,11:00:00,Ningaloo Marine Park,No-take,L2,Yes,Yes,11,Caprice (MikeTaylor Update),50,Sanctuary,Lighthouse
L2-05,-21.79652,114.13527,20160913,11:00:00,Ningaloo Marine Park,No-take,L2,Yes,Yes,11,Caprice (MikeTaylor Update),50,Sanctuary,Lighthouse
L2-06,-21.79652,114.13527,20160913,11:00:00,Ningaloo Marine Park,No-take,L2,Yes,Yes,11,Caprice (MikeTaylor Update),50,Sanctuary,Lighthouse
M1-01,-22.10341,113.88142,20160915,11:00:00,Ningaloo Marine Park,No-take,M1,Yes,Yes,3,Caprice,50,Sanctuary,Mandu
M1-02,-22.10341,113.88142,20160915,11:00:00,Ningaloo Marine Park,No-take,M1,Yes,Yes,3,Caprice,50,Sanctuary,Mandu
M1-03,-22.10341,113.88142,20160915,11:00:00,Ningaloo Marine Park,No-take,M1,Yes,Yes,3,Caprice,50,Sanctuary,Mandu
M1-04,-22.10341,113.88142,20160915,11:00:00,Ningaloo Marine Park,No-take,M1,Yes,Yes,3,Caprice,50,Sanctuary,Mandu
M1-05,-22.10341,113.88142,20160915,11:00:00,Ningaloo Marine Park,No-take,M1,Yes,Yes,3,Caprice,50,Sanctuary,Mandu
M1-06,-22.10341,113.88142,20160915,11:00:00,Ningaloo Marine Park,No-take,M1,Yes,Yes,3,Caprice,50,Sanctuary,Mandu
M2-01,-22.08061,113.89336,20160501,11:00:00,Ningaloo Marine Park,No-take,M2,Yes,Yes,3,Nicole Ryan,50,Sanctuary,Mandu
M2-02,-22.08061,113.89336,20160501,11:00:00,Ningaloo Marine Park,No-take,M2,Yes,Yes,3,Nicole Ryan,50,Sanctuary,Mandu
M2-03,-22.08061,113.89336,20160501,11:00:00,Ningaloo Marine Park,No-take,M2,Yes,Yes,3,Nicole Ryan,50,Sanctuary,Mandu
M2-04,-22.08061,113.89336,20160501,11:00:00,Ningaloo Marine Park,No-take,M2,Yes,Yes,3,Nicole Ryan,50,Sanctuary,Mandu
M2-05,-22.08061,113.89336,20160501,11:00:00,Ningaloo Marine Park,No-take,M2,Yes,Yes,3,Nicole Ryan,50,Sanctuary,Mandu
M2-06,-22.08061,113.89336,20160501,11:00:00,Ningaloo Marine Park,No-take,M2,Yes,Yes,3,Nicole Ryan,50,Sanctuary,Mandu
M3-01,-22.05195,113.89831,20160915,11:00:00,Ningaloo Marine Park,Fished,M3,Yes,Yes,5,Caprice,50,Recreation,Mandu
M3-02,-22.05195,113.89831,20160915,11:00:00,Ningaloo Marine Park,Fished,M3,Yes,Yes,5,Caprice,50,Recreation,Mandu
M3-03,-22.05195,113.89831,20160915,11:00:00,Ningaloo Marine Park,Fished,M3,Yes,Yes,5,Caprice,50,Recreation,Mandu
M3-04,-22.05195,113.89831,20160915,11:00:00,Ningaloo Marine Park,Fished,M3,Yes,Yes,5,Caprice,50,Recreation,Mandu
M3-05,-22.05195,113.89831,20160915,11:00:00,Ningaloo Marine Park,Fished,M3,Yes,Yes,5,Caprice,50,Recreation,Mandu
M3-06,-22.05195,113.89831,20160915,11:00:00,Ningaloo Marine Park,Fished,M3,Yes,Yes,5,Caprice,50,Recreation,Mandu
MB2-01,-21.99948,113.91345,20160430,11:00:00,Ningaloo Marine Park,Fished,MB2,Yes,Yes,2,Nicole,50,Recreation,Mangrove
MB2-02,-21.99948,113.91345,20160430,11:00:00,Ningaloo Marine Park,Fished,MB2,Yes,Yes,2,Nicole,50,Recreation,Mangrove
MB2-03,-21.99948,113.91345,20160430,11:00:00,Ningaloo Marine Park,Fished,MB2,Yes,Yes,2,Nicole,50,Recreation,Mangrove
MB2-04,-21.99948,113.91345,20160430,11:00:00,Ningaloo Marine Park,Fished,MB2,Yes,Yes,2,Nicole,50,Recreation,Mangrove
MB2-05,-21.99948,113.91345,20160430,11:00:00,Ningaloo Marine Park,Fished,MB2,Yes,Yes,2,Nicole,50,Recreation,Mangrove
MB2-06,-21.99948,113.91345,20160430,11:00:00,Ningaloo Marine Park,Fished,MB2,Yes,Yes,2,Nicole,50,Recreation,Mangrove
MB5-01,-21.95062,113.92059,20160430,11:00:00,Ningaloo Marine Park,No-take,MB5,Yes,Yes,2,Nicole,50,Sanctuary,Mangrove
MB5-02,-21.95062,113.92059,20160430,11:00:00,Ningaloo Marine Park,No-take,MB5,Yes,Yes,2,Nicole,50,Sanctuary,Mangrove
MB5-03,-21.95062,113.92059,20160430,11:00:00,Ningaloo Marine Park,No-take,MB5,Yes,Yes,2,Nicole,50,Sanctuary,Mangrove
MB5-04,-21.95062,113.92059,20160430,11:00:00,Ningaloo Marine Park,No-take,MB5,Yes,Yes,2,Nicole,50,Sanctuary,Mangrove
MB5-05,-21.95062,113.92059,20160430,11:00:00,Ningaloo Marine Park,No-take,MB5,Yes,Yes,2,Nicole,50,Sanctuary,Mangrove
MB5-06,-21.95062,113.92059,20160430,11:00:00,Ningaloo Marine Park,No-take,MB5,Yes,Yes,2,Nicole,50,Sanctuary,Mangrove
O3-01,-22.22635,113.83485,20160920,11:00:00,Ningaloo Marine Park,No-take,O3,Yes,Yes,2,Caprice,50,Sanctuary,Osprey
O3-02,-22.22635,113.83485,20160920,11:00:00,Ningaloo Marine Park,No-take,O3,Yes,Yes,2,Caprice,50,Sanctuary,Osprey
O3-03,-22.22635,113.83485,20160920,11:00:00,Ningaloo Marine Park,No-take,O3,Yes,Yes,2,Caprice,50,Sanctuary,Osprey
O3-04,-22.22635,113.83485,20160920,11:00:00,Ningaloo Marine Park,No-take,O3,Yes,Yes,2,Caprice,50,Sanctuary,Osprey
O3-05,-22.22635,113.83485,20160920,11:00:00,Ningaloo Marine Park,No-take,O3,Yes,Yes,2,Caprice,50,Sanctuary,Osprey
O3-06,-22.22635,113.83485,20160920,11:00:00,Ningaloo Marine Park,No-take,O3,Yes,Yes,2,Caprice,50,Sanctuary,Osprey
O4-01,-22.20492,113.84399,20160920,11:00:00,Ningaloo Marine Park,Fished,O4,Yes,Yes,2,Caprice,50,Recreation,Osprey
O4-02,-22.20492,113.84399,20160920,11:00:00,Ningaloo Marine Park,Fished,O4,Yes,Yes,2,Caprice,50,Recreation,Osprey
O4-03,-22.20492,113.84399,20160920,11:00:00,Ningaloo Marine Park,Fished,O4,Yes,Yes,2,Caprice,50,Recreation,Osprey
O4-04,-22.20492,113.84399,20160920,11:00:00,Ningaloo Marine Park,Fished,O4,Yes,Yes,2,Caprice,50,Recreation,Osprey
O4-05,-22.20492,113.84399,20160920,11:00:00,Ningaloo Marine Park,Fished,O4,Yes,Yes,2,Caprice,50,Recreation,Osprey
O4-06,-22.20492,113.84399,20160920,11:00:00,Ningaloo Marine Park,Fished,O4,Yes,Yes,2,Caprice,50,Recreation,Osprey
T1-01,-21.90432,113.9684,20160908,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,No,4,Caprice,50,Recreation,Tantabiddi
T1-02,-21.90432,113.9684,20160908,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,No,4,Caprice,50,Recreation,Tantabiddi
T1-03,-21.90432,113.9684,20160908,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,No,4,Caprice,50,Recreation,Tantabiddi
T1-04,-21.90432,113.9684,20160908,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,No,4,Caprice,50,Recreation,Tantabiddi
T1-05,-21.90432,113.9684,20160908,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,No,4,Caprice,50,Recreation,Tantabiddi
T1-06,-21.90432,113.9684,20160908,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,No,4,Caprice,50,Recreation,Tantabiddi
T2-01,-21.90879,113.96397,20160908,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Caprice,50,Sanctuary,Tantabiddi
T2-02,-21.90879,113.96397,20160908,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Caprice,50,Sanctuary,Tantabiddi
T2-03,-21.90879,113.96397,20160908,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Caprice,50,Sanctuary,Tantabiddi
T2-04,-21.90879,113.96397,20160908,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Caprice,50,Sanctuary,Tantabiddi
T2-05,-21.90879,113.96397,20160908,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Caprice,50,Sanctuary,Tantabiddi
T2-06,-21.90879,113.96397,20160908,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Caprice,50,Sanctuary,Tantabiddi
